run	g__Acrocalymma	g__Alboefibula	g__Allium	g__Alternaria	g__Amyloporia	g__Antrodiella	g__Arabidopsis	g__Ascodesmidaceae_gen_Incertae_sedis	g__Aspergillus	g__Athelia	g__Aureobasidium	g__Auriporia	g__Basidiodendron	g__Bezerromyces	g__Bullera	g__Butyrea	g__Camptophora	g__Candida	g__Candolleomyces	g__Ceraceosorus	g__Cercozoa_gen_Incertae_sedis	g__Ceriporiopsis	g__Chlorococcum	g__Chrysothrix	g__Ciboria	g__Cladophialophora	g__Cladosporium	g__Conidiobolus	g__Coprinellus	g__Coprinopsis	g__Coriolopsis	g__Crepidotus	g__Cryptococcus	g__Cucurbitaceae_gen_Incertae_sedis	g__Curvibasidium	g__Curvularia	g__Cutaneotrichosporon	g__Cystobasidiomycetes_gen_Incertae_sedis	g__Cystobasidium	g__Cystofilobasidium	g__Dacryobolus	g__Daucus	g__Debaryomyces	g__Debaryomycetaceae_gen_Incertae_sedis	g__Didymella	g__Dioszegia	g__Ectophoma	g__Elmerina	g__Enterocarpus	g__Epicoccum	g__Erythrobasidium	g__Exidia	g__Exophiala	g__Fibricium	g__Filobasidium	g__Fomitopsis	g__Fusarium	g__Ganoderma	g__Gloeophyllum	g__Glycine	g__Golubevia	g__GS13_gen_Incertae_sedis	g__Hannaella	g__Hansfordia	g__Hericiaceae_gen_Incertae_sedis	g__Holtermannia	g__Hormonema	g__Humicola	g__Hyphoderma	g__Hyphodontia	g__Irpex	g__Irpicaceae_gen_Incertae_sedis	g__Kazachstania	g__Kneiffiella	g__Knufia	g__Lasiobolidium	g__Lasiobolus	g__Lentinula	g__Lentitheciaceae_gen_Incertae_sedis	g__Lenzites	g__Leptospora	g__Limtongozyma	g__Linnemannia	g__Lophiostoma	g__Lophodermium	g__Malassezia	g__Meiorganum	g__Meira	g__Meyerozyma	g__Moesziomyces	g__Mortierella	g__Mrakia	g__Mucor	g__Mucronella	g__Musa	g__Mycoaciella	g__Myxarium	g__Naganishia	g__Nakaseomyces	g__Neoascochyta	g__Neocucurbitaria	g__Neosetophoma	g__Neovaginatispora	g__Neurospora	g__Nigroporus	g__Nigrospora	g__Nothophoma	g__Odontoefibula	g__Oligophagozyma	g__Oliveonia	g__Omphalotaceae_gen_Incertae_sedis	g__Ophiognomonia	g__Ophiosphaerella	g__Pallidohirschioporus	g__Panellus	g__Papiliotrema	g__Penicillium	g__Peniophora	g__Peniophorella	g__Perenniporia	g__Periconia	g__Pezizales_gen_Incertae_sedis	g__Phaeosphaeria	g__Phanerochaete	g__Phlebia	g__Phlebiopsis	g__Pleurotaceae_gen_Incertae_sedis	g__Podosphaera	g__Polyporales_gen_Incertae_sedis	g__Porostereum	g__Powellomyces	g__Prunus	g__Pseudochaetosphaeronema	g__Pseudopithomyces	g__Pseudozyma	g__Puccinia	g__Raphanus	g__Resinicium	g__Resupinatus	g__Retiboletus	g__Rhizochaete	g__Rhizoctonia	g__Rhodosporidiobolus	g__Rhodotorula	g__Russula	g__Saccharomyces	g__Schizophyllum	g__Schizoporaceae_gen_Incertae_sedis	g__Septobasidium	g__Sertulicium	g__Sistotrema	g__Sistotremastrum	g__Spissiomyces	g__Sporobolomyces	g__Stagonosporopsis	g__Stemphylium	g__Stereaceae_gen_Incertae_sedis	g__Stereum	g__Sterigmatomyces	g__Streblotrichum	g__Suillus	g__Symmetrospora	g__Taphrina	g__Tetradesmus	g__Tilletia	g__Torula	g__Toxicocladosporium	g__Trametes	g__Tricellula	g__Trichomerium	g__Trichomonascus	g__Trichosporon	g__Triticum	g__Tulasnella	g__Udeniomyces	g__Ustilaginoidea	g__Vishniacozyma	g__Wallemia	g__Wickerhamomyces	g__Xenopyrenochaetopsis	g__Xylodon	g__Zasmidium	Unassigned
SRR12968703	0	0	0	0.107238605898123	0	0	0.375335120643432	0	0.107238605898123	0	0.142984807864164	0	0	0	0	0	0	0.0357462019660411	0	0	0.411081322609473	0	0	0	0	0	2.35924932975871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05451295799821	0	0	0	0	0.0893655049151028	0	0	0	0	0	0.0893655049151028	0	0.0536193029490617	0	0	0	0	0	0	0	0	0	0	0.303842716711349	0	0	0	0	0	0	0	0.178731009830206	0	0	0	0	0	0	0	0	0	88.0250223413762	0	0	0	0	0	0	1.80518319928508	0	0	0	0	0	0	0	0	0	0	0.125111706881144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107238605898123	0	0	0	0	0.178731009830206	0	0	0	2.34137622877569	0	0.697050938337802	0	0	0	0	0	0	0	0	0.196604110813226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196604110813226	0	0	0	0	1.01876675603217
SRR12968704	0	0	0	0.0760456273764259	0.17743979721166	0	1.01394169835234	0	0	0	0.55766793409379	0	0	0	0	0	0	0	0	0	0.73510773130545	0	0	0.253485424588086	0	0	0.380228136882129	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126742712294043	0	0	1.92648922686946	0	0	0	0	0.430925221799747	0	0	0	0	0	0	0	0.73510773130545	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152091254752852	0	0	0	0	0	1.1660329531052	0	0	0	0	0	0	0	0	79.7972116603295	0	0.17743979721166	0.0506970849176172	0	0.17743979721166	0	4.48669201520913	0	0	0	0	0.456273764258555	0	0	0	0	0	0	0	0	0	0	0	0	0.0760456273764259	0	0	0.253485424588086	0	0	0	0	0	0	0	0	0.152091254752852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20785804816223	0	0.101394169835234	0.152091254752852	0	0	0.380228136882129	0	0	0	0.583016476552598	0	0	0	0	0	0.278833967046895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228136882129278	0	0	0	0.709759188846641
SRR12968707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28913443830571	0	0	0	0	0	0.859422958870473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78023327194598	0	0	0	0	1.16635972989564	0	0	0	0	0	0	0	1.84162062615101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368324125230203	3.19214241866176	0	0	0	0	0	0	0	0	75.8747697974217	0	0	0	0	0	0	4.41988950276243	0	0	0	0	0.859422958870473	0	0	0	0	0	1.22774708410068	0	0	0	0	0	0	0	0	0	0	0	0	0.552486187845304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245549416820135	0	0	0	0	0	0	3.74462860650706	0	0	0	0	0	0	0	0	0	0.49109883364027	0.675260896255371	0	0	0	0	0	0	0	0	0	0.429711479435236	0	0	0.49109883364027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49109883364027
SRR12968708	0	0	0	0.03146385589554	0	0	0.196649099347125	0	0	0	0	0	0	0	0	0	0	0.133721387556045	0	0	0	0	0.23597891921655	0	0	0	0.53488555022418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401164162668135	0	0	0	0	0.259576811138205	0	0	0	0	0	0	0	0.196649099347125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95964760481397	0	0	0	0	0	0	0	0	90.694564618894	0	0	0	0	0.61354518996303	0	2.00582081334067	0	0	0	0	0.574215370093605	0	0	0	0	0	0.33037048690317	0	0.165185243451585	0	0	0	0	0	0	0	0	0	0	0.401164162668135	0.102257531660505	0	0	0	0	0	0	0	0	0	0	0	0	0.086525603712735	0	0.14158735152993	0	0	0	0	0	0	0	0	0	0	0.26744277511209	0	0.448359946511445	0	0	0	0.29890663100763	0	0	0	0	0.306772594981515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17305120742547	0	0.44049398253756
SRR12968652	0	0	0	0.161440769175576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0896893162086532	0	0	0	0	0	0.369519982779651	0	0	0	0	0.0861017435603071	0.0502260170768458	0	0	0	0.186553777713999	0	0	0	0	0	0.0789265982636148	0.254717658032575	0	0	0	0	0.0215254358900768	0	0	0	0	0	0.107627179450384	0	0.340819401592882	0.0179378632417306	0	0	0	0	0	0	0	0	0	0	0	0.0430508717801535	0	0	0	0	0	0.208079213604075	0	0	0	0	0	0	0	0	0	94.9056468393485	0.0466384444284997	0	0	0	0.344406974241228	0	0.638587931405611	0	0	0	0	0.0896893162086532	0	0	0	0	0	0.771328119394418	0	0	0	0	0	0	0	0	0	0	0	0	0.258305230680921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0932768888569994	0	0	0	0	0	0	0.552486187845304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0466384444284997	0	0	0.0322881538351152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0322881538351152	0	0.172203487120614
SRR12968655	0	0	0	0.0183688464364438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489835904971834	0	0	0	0	0	0	0	0.137766348273328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14695077149155	0	0	0	0	0.0214303208425178	0	0	0	0	0	0	0	0.00612294881214793	0	0	0	0	0	0	0	0	0	0	0	0	0.0244917952485917	0	0	0	0	0	0.0428606416850355	0.091844232182219	0	0	0	0	0	0	0	0	98.1202547146706	0	0	0	0	0.0306147440607397	0.272471222140583	0	0	0	0	0	0.247979426891991	0	0.101028655400441	0	0	0	0.104090129806515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0704139113397012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0244917952485917	0	0	0	0	0	0	0.107151604212589	0	0.0612294881214793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0826598089639971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0673524369336272	0	0.171442566740142
SRR12968657	0	0	0	0	0	0	0.479603668177506	0	0.0843259196795615	0	0.12121850953937	0	0.26351849899863	0.158111099399178	0	0	0.0790555496995889	0.0210814799198904	0	0	0	0	0	0	0.0579740697796985	0	1.04353325603457	0	0	0	0	0	0.226625909138822	0	0	0	0	0	0	0	0	0	0.0527036997997259	0.56919995783704	0	0	0	0	0.100137029619479	0	0	0	0	0	0.0421629598397808	0.0843259196795615	0	0	0.0685148097396437	0	0	0	0	0	0	0.0210814799198904	0.126488879519342	0	0.0210814799198904	0.115948139559397	0.184462949299041	0	0	0	0	0.627174027616739	0	0	0.110677769579424	0	0	0	0	0	0	89.3960156002951	0	0	0	0	0.168651839359123	0	0.706229577316328	0	0	0.0843259196795615	0	0.0158111099399178	0	0	0	0	0	0.258248129018657	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100137029619479	0.642985137556657	0	0	0	0	0	0	0	0.0737851797196163	0	0	0.247707389058712	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97638874248972	0.0790555496995889	0	0.137029619479287	0	0	0	0	0.205544429218931	0	0	0.189733319279013	0	0	0.0210814799198904	0	0	0	0	0	0	0	0	0	0	0	0	0.0474333298197533	0	0	0	0	0	0.0474333298197533	0	0	0.026351849899863	0.0632444397596711	0	0.85379993675556
SRR12968663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197461212976023	0	0	0	0	0	0.319699106723084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188058298072402	0	0	0	0	0.0846262341325811	0	0	0	0	0	0	0	0.103432063939821	0	0	0	0	0	0	0.0188058298072402	0	0	0	0	0	0	0.141043723554302	0	0	0	0	0.441937000470146	0.112834978843441	0	0	0	0	0	0	0	0	96.1542078044194	0	0	0	0	0.0658204043253409	0	0.235072872590503	0	0	0	0	0.103432063939821	0	0	0	0	0.103432063939821	0.366713681241185	0	0	0	0	0	0	0	0	0	0	0	0.0564174894217207	0.122237893747062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376116596144805	0	0.169252468265162	0	0.263281617301363	0.0658204043253409	0	0	0	0	0	0	0	0.112834978843441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535966149506347
SRR12968665	0	0	0.158730158730159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857142857142857	0	0	0	0	0	0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26984126984127	0.0317460317460317	0	0	0	0	0	0	1.61904761904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06349206349206	0.349206349206349	0	0	0	0	0	0.634920634920635	0	0	80.4761904761905	0	0	0	0	2.50793650793651	0	1.52380952380952	0	0	0	0	1.17460317460317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53968253968254	0	0.412698412698413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349206349206349	0	0	0	0	0	0	2.57142857142857	0	0.507936507936508	0	0	0	0	0	0	0	0	0.476190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73015873015873	0	0	0	0	0	0	0	0	0	0	0	0.984126984126984
SRR12968667	0	0	0	0.378787878787879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.946969696969697	0	0	0	0	0	0	0	1.42045454545455	0.568181818181818	0	0	0	0	0	0	0	0.852272727272727	0	0	0	0	0.473484848484849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473484848484849	0	0	0	0	0	0	0	0	83.2386363636364	0	0	0	0	0	0	1.98863636363636	0	0	0	0	1.23106060606061	0	0	0	0	0	1.60984848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06060606060606	0	0	0	0	0	0	0	0	0	0	0.189393939393939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.568181818181818
SRR12968675	0	0	0.0650477016478751	0.0361376120265973	0	0	0	0	0	0	0.079502746458514	0	0	0	0	0	0	0.0650477016478751	0	0	0.224053194564903	0	0	0	0	0	0.816710031801099	0	0.13009540329575	0	0	0	0	0	0	0	0	0	0.0867302688638335	0	0	0.0505926568372362	0	0.961260479907488	0.13009540329575	0	0	0	0.426423821913848	0.0505926568372362	0	0	0	0	0	0	0.650477016478751	0	0	0	0	0	0.0361376120265973	0	0	0	0	0	0.0650477016478751	0	0.101185313674472	0.151777970511709	0	0.231280716970223	0	0	0.332466030644695	0	0	0	0	0	0	0	0	88.8840705406187	0	0	0	0	0.383058687481931	0	0.961260479907488	0	0	0	0	0.411968777103209	0.238508239375542	0.079502746458514	0	0.0578201792425557	0	0.274645851402139	0	0	0	0	0	0	0	0	0	0	0	0	0.101185313674472	0.411968777103209	0	0	0	0	0	0	0	0.13009540329575	0	0.187915582538306	0	0	0	0	0	0	0	0	0	0.0505926568372362	0	0	0	0.0144550448106389	0	1.38768430182134	0	0	0.231280716970223	0.0722752240531946	0	0	0	0	0.209598149754264	0.40474125469789	0	0	0.166233015322347	0	0.13009540329575	0	0	0	0	0	0	0.108412836079792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144550448106389	0.108412836079792	0.159005492917028
SRR12968676	0	0	0	0.0114613180515759	0	0	0.916905444126074	0	0	0	0	0	0	0	0	0	0	0.126074498567335	0	0	0	0	0	0	0	0	0.893982808022923	0	0	0	0	0	0	0	0	0.343839541547278	0.320916905444126	0	0.389684813753582	0	0	0	0	0.710601719197708	0	0	0	0	0.297994269340974	0	0	0	0	0	0	0	0.859598853868195	0	0	0.664756446991404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.424068767908309	0.802292263610315	0	0	0	0	0	0	0	0	81.352435530086	0	0	0	0	0.401146131805158	0	0.469914040114613	0	0	0	0	0.905444126074499	0	0	0	0	0	2.02865329512894	0	0	0	0	0	0	0	0.0916905444126075	0	0	0	0	0.412607449856734	0.343839541547278	0	0.114613180515759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595988538681948	0	0	0	0	0	0	3.88538681948424	0	0.848137535816619	0	0	0	0	0	0.171919770773639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458452722063037	0	0	0	0	0	0	0	0	0	0	0	0.194842406876791	0	0.962750716332378
SRR12968678	0	0	0	0.169395821569735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62111801242236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07284020327499	0	0	0	0	0	0	0	1.07284020327499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.395256916996047	1.12930547713156	0	0	0	0	0	0	0	0	90.4573687182383	0	0	0	0	0.338791643139469	0	0.677583286278938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564652738565782	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903444381705251	0	0	0	0	0	0	0	0	0	1.35516657255788	0	0	0	0	0	0	0	0	0	0	0.338791643139469	0	0.225861095426313	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677583286278938	0	0	0	0	0	0	0	0	0	0	0	0
