run	total_reads	[Bacteroides] pectinophilus group	[Clostridium] innocuum group	[Clostridium] methylpentosum group	[Eubacterium] brachy group	[Eubacterium] eligens group	[Eubacterium] ruminantium group	[Eubacterium] saphenum group	[Eubacterium] siraeum group	[Eubacterium] ventriosum group	Acetanaerobacterium	Acidaminococcus	Actinomyces	Acutalibacter	Adlercreutzia	Agathobacter	Agathobaculum	Akkermansia	Alistipes	Allisonella	Anaerobutyricum	Anaerococcus	Anaerofilum	Anaerofustis	Anaeroplasma	Anaerosporomusa	Anaerostipes	Anaerotignum	Anaerotruncus	Anaerovorax	Angelakisella	Asaccharobacter	ASF356	Asteroleplasma	Aurantimonas	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachyspira	Butyricimonas	CAG-196	CAG-352	CAG-56	CAG-873	Caldicoprobacter	Campylobacter	Candidatus Soleaferrea	Caproiciproducens	Catenibacterium	Catenisphaera	CHKCI001	Christensenella	Christensenellaceae R-7 group	Citrobacter	Cloacibacillus	Clostridioides	Clostridium	Colidextribacter	Collinsella	Coprobacillus	Coprobacter	Coriobacteriaceae UCG-003	Corynebacterium	Cronobacter	Defluviitaleaceae UCG-011	Desulfovibrio	Dialister	Dielma	Dorea	DTU089	Eggerthella	Enhydrobacter	Enorma	Enterobacter	Enterocloster	Enterococcus	Enteroscipio	Eremococcus	Erysipelotrichaceae UCG-003	Erysipelotrichaceae UCG-006	Escherichia-Shigella	Eubacterium	Ezakiella	F0332	Faecalibacterium	Faecalicatena	Faecalitalea	Family XIII AD3011 group	Family XIII UCG-001	FD2005	Fenollaria	Finegoldia	Flavonifractor	Fournierella	Frisingicoccus	Fusicatenibacter	Fusobacterium	Gabonibacter	Gardnerella	GCA-900066755	Gemella	Gemmiger	Gordonibacter	Haemophilus	Harryflintia	Helicobacter	Holdemanella	Holdemania	Howardella	Hoylesella	HT002	Hungatella	Hydrogenoanaerobacterium	Intestinimonas	Klebsiella	Kosakonia	Lachnospira	Lachnospiraceae FCS020 group	Lachnospiraceae ND3007 group	Lachnospiraceae NK3A20 group	Lachnospiraceae UCG-003	Lachnospiraceae UCG-006	Lachnospiraceae UCG-010	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Latilactobacillus	Leyella	Ligilactobacillus	Limosilactobacillus	Macellibacteroides	Marvinbryantia	Massiliomicrobiota	Massiliprevotella	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Methanobrevibacter	Mitsuokella	Mobiluncus	Mogibacterium	Monoglobus	Negativibacillus	Neisseria	Neoscardovia	NK4A214 group	Odoribacter	Oscillibacter	Oscillospira	Oxalobacter	Paeniclostridium	Paludicola	Papillibacter	Parabacteroides	Paraprevotella	Parasutterella	Parolsenella	Parvimonas	Pectobacterium	Peptococcus	Peptoniphilus	Peptostreptococcus	Peribacillus	Phascolarctobacterium	Phocea	Phoenicibacter	Porphyromonas	Prevotellaceae UCG-001	Propionibacterium	Pseudobutyrivibrio	Pseudocitrobacter	Pseudoflavonifractor	Pseudomonas	Pseudoprevotella	Psychrobacter	Pyramidobacter	Ralstonia	Raoultella	Rikenella	Rikenellaceae RC9 gut group	Romboutsia	Roseateles	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	S5-A14a	Salmonella	Sarcina	Scardovia	Schaalia	Segatella	Sellimonas	Senegalimassilia	Serratia	Slackia	Sneathia	Solobacterium	Staphylococcus	Stomatobaculum	Streptococcus	Succiniclasticum	Succinivibrio	Sutterella	Synergistes	Thomasclavelia	TM7x	Tractidigestivibacter	Turicibacter	Tyzzerella	UCG-002	UCG-003	UCG-004	UCG-005	UCG-007	UCG-008	UCG-009	Unassigned	V9D2013 group	Varibaculum	Veillonella	Victivallis	Weissella	Zag_111
ERR2662942	145631	0	13	0	0	1078	1293	0	57	113	2	0	5	507	0	0	622	1355	16035	0	3008	0	17	0	0	0	2478	0	62	0	0	0	0	0	0	11166	104	7950	646	19634	0	99	92	0	0	0	0	0	13	4	0	0	0	0	593	0	0	0	4	340	2584	170	581	0	0	0	0	70	0	14	836	9	329	0	0	0	0	297	0	0	279	0	7206	0	0	0	13225	664	0	155	49	208	0	0	111	0	0	1497	0	0	0	0	0	1692	0	12	13	0	0	79	48	0	0	766	0	64	0	0	152	6	584	0	353	22	39	1	0	26	7	0	0	0	0	0	0	0	0	0	3186	0	0	6	0	0	0	0	704	161	0	0	117	780	8	245	0	262	121	0	247	473	107	0	0	0	0	2	0	0	748	7	0	0	0	0	8058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2070	101	0	0	0	0	18	0	0	0	0	0	0	0	3	0	1117	0	0	0	0	34	1	0	176	0	4100	235	0	635	0	0	0	22444	0	0	0	2	0	25
ERR2662943	291127	0	68	0	0	2515	4905	0	812	128	12	0	23	690	185	0	507	787	555	0	5762	0	11	23	0	0	7431	73	21	53	4	331	58	0	0	8190	39	2252	664	24382	0	216	184	0	0	0	0	0	50	19	0	0	0	0	4853	0	0	0	1910	258	31627	291	335	0	0	0	6	7	8251	21	1152	19	39	0	0	0	364	0	0	0	2657	0	3528	0	0	0	20728	0	0	695	141	0	0	0	1921	0	0	2802	0	0	0	0	7	2029	0	20	10	0	0	22	396	0	0	99	0	61	0	0	334	28	1059	0	2727	0	17	3	0	6	1324	29	0	4346	4323	0	0	0	0	345	15609	0	1	25	9	0	0	124	2082	0	0	0	689	247	33	72	21	2584	0	5	1743	598	9	0	0	0	0	0	0	0	0	0	0	0	0	6	1818	0	0	0	0	0	0	0	0	0	6460	0	0	30179	0	0	7244	584	0	0	0	0	211	12675	0	1035	0	411	0	0	0	0	431	1457	0	38	0	273	4	0	310	2	3557	79	4	1505	0	0	33	39120	0	0	100	0	0	0
ERR2662944	288538	0	44	0	2	3142	6609	0	191	76	5	0	20	823	307	0	1271	24	341	0	2932	0	46	7	0	0	15026	66	37	99	3	264	80	0	0	4794	10	21032	488	24281	0	172	7	0	0	0	0	0	39	15	0	0	0	5	5053	0	0	0	936	417	21897	50	99	0	0	0	8	0	10588	0	854	33	24	0	0	0	340	18	0	0	1633	0	776	0	0	0	27212	0	0	638	111	0	1	0	1060	0	0	4895	0	0	0	0	0	886	0	14	0	0	0	10	485	0	0	295	0	136	0	0	215	35	690	0	1627	794	31	9	3	14	28	18	0	4474	4455	0	0	0	3	597	6744	0	0	18	8	0	0	44	576	0	0	0	537	96	59	157	24	1904	15	7	1445	1106	9	0	0	0	9	0	0	0	0	0	0	0	0	0	5100	0	0	0	0	0	0	0	0	0	6547	0	0	20058	6	0	15573	73	0	0	260	0	216	4419	0	683	0	379	0	0	6	0	82	557	0	72	0	56	3	0	33	0	4066	178	10	1398	0	20	22	42039	0	0	183	0	21	0
ERR2662894	390352	0	0	70	0	47	137	0	5468	11	4	0	0	1998	485	0	586	0	2651	9	7722	5	0	39	0	0	41468	0	12	86	9	0	0	17	0	7579	426	3137	351	33062	89	237	0	0	0	0	0	2	18	30	2883	0	0	4	12375	0	99	0	2236	385	2659	0	8	42	0	0	67	5211	0	0	11663	118	0	0	0	0	111	0	0	0	39	44	0	0	0	0	1352	0	0	1153	799	160	0	64	1570	192	0	13181	46	0	0	0	0	5197	0	0	0	0	13576	0	9	0	0	17	0	296	0	0	48	354	1885	0	447	0	31	30	0	0	0	0	0	870	0	0	0	0	0	0	12435	0	0	0	44	899	0	0	714	0	0	0	2098	514	518	59	82	11814	10	138	5078	106	9	183	53	0	22	32	47	0	4096	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	3379	0	0	0	0	0	433	117	0	0	0	0	0	66586	0	1073	0	362	0	0	0	0	492	0	915	26	0	0	0	1059	6	0	36850	269	160	2268	0	0	53	51669	0	0	0	0	0	113
ERR2662900	232923	0	20	10	222	733	0	0	351	896	22	0	4	137	126	0	1673	2338	7959	218	8826	0	22	6	0	0	5820	0	38	0	7	14	59	0	0	10466	18	1772	318	24968	0	325	416	10753	0	0	0	0	1053	12	0	0	45	29	4959	0	17	0	465	274	4171	0	270	0	0	0	60	35	718	6	5338	93	0	0	0	0	345	0	0	0	4204	0	111	0	0	0	21274	0	8	131	196	0	0	0	8	0	198	7142	0	0	0	0	2	4348	22	3	16	0	0	26	161	0	0	29	25	374	0	0	1981	0	0	0	163	80	53	0	0	0	12	0	0	0	0	0	0	0	0	733	2042	20700	0	22	16	0	0	0	1675	220	0	0	1642	775	5	424	48	11	26	5	1926	625	13	20	0	0	0	0	0	0	0	4	0	0	0	0	3367	0	0	0	0	0	0	0	0	0	0	0	0	8881	0	0	6991	32	0	0	0	0	0	1525	0	103	0	432	0	0	0	0	246	0	0	1602	0	41	0	0	0	501	3586	347	0	3896	0	0	35	33409	0	0	0	3	0	0
ERR2662903	554693	0	32	123	28	3075	36257	0	4841	511	50	0	31	3095	1676	0	3219	13441	29962	0	8884	0	0	183	0	0	22978	0	173	108	19	0	51	0	0	26302	801	6751	317	52258	0	446	10	0	0	0	0	5	397	30	0	0	0	163	13774	0	1972	0	2067	1233	424	0	442	0	0	0	159	421	2	0	10	319	20	0	0	0	292	1	0	0	2821	0	982	0	0	0	18269	0	33	1969	460	0	0	5	11	0	1685	5659	0	0	0	0	1	20769	45	488	50	0	23870	202	0	6	0	0	26	485	0	0	1380	0	951	0	3771	4340	9	0	0	0	3	0	0	0	0	4	0	0	130	2535	13403	0	0	337	80	0	0	229	1481	488	0	0	5946	873	305	2073	103	2648	140	44	9700	8776	6	0	0	0	0	11	0	0	2758	0	0	0	0	0	18124	0	0	15	0	0	22	0	0	0	0	0	0	629	0	0	6249	51	0	0	0	0	23	5156	200	1395	0	0	0	0	0	0	193	0	0	528	0	504	0	0	991	171	13862	0	0	2397	23	0	31	126397	19	0	0	0	0	0
ERR2662907	286474	0	92	0	0	2901	0	0	0	574	0	0	0	235	0	0	3348	1	3856	0	10019	0	0	0	0	0	3727	0	0	0	0	0	0	0	0	82320	451	1805	0	36890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	399	1889	0	12	0	0	0	0	0	1545	0	3327	0	125	0	0	0	1070	3	0	0	2599	0	2723	0	0	0	42114	0	0	230	59	0	0	0	245	0	0	8331	0	0	0	0	0	0	0	13	0	0	0	0	0	8	0	0	0	0	0	0	6671	47	1402	0	2028	0	104	0	0	0	31	6	0	0	0	0	0	16	0	0	5502	0	0	6	0	0	0	0	2398	0	0	0	0	1468	0	184	0	0	0	0	1247	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6213	0	0	0	0	0	0	0	0	0	0	0	0	10430	0	0	1662	27	0	0	0	0	43	0	0	0	0	0	0	0	0	0	1437	0	0	2660	0	24	6	0	0	0	1089	19	0	11	0	0	0	30157	0	0	59	0	0	0
ERR2662909	194256	0	3	0	9	260	2801	0	329	469	0	0	28	623	0	0	946	1	4597	0	3089	0	2	0	0	0	3499	0	0	53	3	0	3	50	0	4207	774	9519	190	14941	0	188	0	5099	0	2215	0	0	9	3	0	0	0	6	1710	0	0	0	7159	457	2708	2	15	52	0	0	191	9	7405	0	4176	45	11	0	0	0	157	0	8	0	421	0	27	0	0	0	13164	0	0	537	105	0	0	0	933	267	0	1683	0	0	0	0	0	4500	13	518	0	0	0	23	0	0	0	1395	0	44	0	0	2068	76	2721	0	681	497	50	0	0	3	33	0	0	0	1160	3	0	0	0	0	939	0	0	0	6	0	0	0	963	16	0	0	1209	72	148	52	0	13334	13	0	845	831	0	0	1	0	0	0	0	0	37	0	85	3	2487	0	10860	0	0	0	0	0	0	0	0	0	0	0	0	9393	2	0	2754	21	0	0	121	0	36	0	0	85	0	0	0	0	0	0	206	17	0	80	0	0	0	0	902	185	4966	599	0	1188	0	2	53	32573	0	0	229	0	0	0
ERR2662915	352187	0	84	53	0	432	251	0	1980	442	20	0	21	1473	0	0	1813	14628	3577	208	8215	9	7	16	0	0	1164	0	61	201	1	0	73	0	0	40046	223	3631	420	33749	0	1072	0	7263	0	290	4	0	357	0	0	90	0	20	19489	0	116	0	399	692	5400	0	250	0	0	0	125	1678	0	33	69	172	49	0	0	0	0	0	0	0	2671	0	1313	0	0	0	12987	0	0	1164	148	0	18	0	53	535	0	11364	0	41	0	0	0	13171	13	2	16	0	22806	117	309	4	0	20	32	215	3810	0	485	37	121	0	1252	18358	16	6	0	41	25	0	30	0	0	8	0	78	27	754	16611	0	0	72	52	0	0	187	253	0	0	0	11691	364	88	197	47	354	75	41	4666	0	52	0	12	1785	3035	17	4	0	162	14	0	0	144	0	771	0	0	510	0	0	0	0	0	0	2414	0	2	0	0	0	1398	479	0	0	0	0	23	3	0	0	0	2859	2	0	0	0	2864	0	0	379	65	15	5	220	31	23	18742	900	32	5493	27	0	166	32414	6	0	0	6	2	0
ERR2662917	233555	851	0	0	0	459	2329	0	305	274	0	0	0	470	230	0	1244	676	1185	0	4091	0	4	8	0	0	6503	0	0	219	6	1	0	39	0	43337	2984	4046	233	27698	0	197	20	631	0	3	0	0	5	0	7	0	0	13	7140	0	17	0	309	387	1109	0	73	0	0	0	63	34	383	0	1601	0	1	0	0	0	88	0	0	0	899	0	0	0	0	0	10103	0	0	387	59	9	0	0	361	196	0	6049	0	0	0	0	0	13325	0	2	0	0	5266	0	216	0	0	628	2	78	0	0	94	49	2703	0	904	0	122	0	0	0	0	0	0	0	1420	0	0	173	0	0	277	0	0	0	14	0	0	0	817	0	0	0	3216	975	133	21	40	384	13	6	1011	0	555	0	0	0	97	0	0	0	1949	0	0	0	0	0	11746	0	0	0	0	0	0	0	0	0	1	0	8	2091	0	0	9878	14	0	0	0	0	11	0	0	290	0	54	0	0	0	1006	89	0	0	0	0	28	4	0	26	155	4797	384	84	1372	10	0	26	39635	4	0	16	0	0	0
ERR2662918	271584	4478	0	0	0	881	7485	0	76	71	3	0	0	189	175	0	951	327	1126	0	3971	0	0	13	0	0	3790	0	16	107	15	0	57	96	0	65224	1763	1964	342	24006	0	333	0	2056	0	0	0	0	0	0	0	0	0	0	6343	0	7	0	13	582	772	0	276	0	0	0	85	106	2	0	1073	16	0	0	0	0	279	172	0	0	743	0	348	0	0	0	16041	0	0	263	62	53	0	0	389	379	0	2164	0	0	0	0	0	6387	0	122	0	0	3769	4	179	0	0	944	5	161	116	0	556	68	2777	0	253	557	185	4	0	69	29	0	0	0	83	0	0	198	0	0	2172	0	0	0	0	0	0	0	1356	0	0	0	1315	1391	107	34	42	227	29	4	1511	0	520	0	1	0	107	0	4	0	3416	0	0	0	0	0	13950	350	0	0	0	0	0	0	0	9	0	0	0	0	13	0	10211	21	0	0	18	0	0	6	0	134	0	66	0	0	0	1949	1327	0	0	0	0	35	0	0	25	814	2942	262	21	2208	10	0	38	58761	6	0	21	0	0	2
ERR2662919	219039	0	40	11	76	779	2360	0	0	273	19	0	0	578	0	0	2015	255	3563	0	7705	0	0	0	0	0	13923	0	44	0	0	0	43	0	0	24489	2414	2698	514	29926	0	732	0	2776	0	0	0	0	0	36	0	0	0	0	2972	0	0	0	1777	887	3719	0	291	0	0	0	66	55	3541	0	2590	92	79	0	0	0	0	2	108	0	3013	0	24	0	0	0	15054	0	11	188	82	0	0	0	183	0	0	2803	0	0	0	0	0	2625	0	0	48	0	0	23	0	0	0	0	8	315	0	0	1725	0	1371	0	849	188	7	0	0	0	51	0	7	0	0	0	0	127	3	0	12609	0	0	29	1	0	0	0	1020	540	0	0	129	466	43	423	35	7011	36	18	899	0	542	0	0	0	38	0	0	0	0	36	0	0	0	0	18079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2155	44	0	0	0	0	18	0	0	0	0	0	0	0	0	0	143	0	0	0	0	28	2	0	89	112	4532	61	0	1131	0	0	100	28437	5	0	73	0	2	0
ERR2662920	273294	0	47	0	75	1457	5811	0	0	894	59	0	0	942	0	0	3457	245	5482	0	5305	0	0	5	0	0	7406	0	30	0	0	0	54	0	0	34899	2113	3779	519	38620	0	805	0	5711	0	0	0	0	18	33	0	0	0	0	5785	0	0	0	803	1114	5947	0	318	0	0	0	112	42	3291	0	2506	167	67	0	0	0	0	1	159	0	1395	0	0	0	0	0	22390	0	0	147	145	0	0	0	194	0	0	4138	0	0	0	0	0	5980	0	582	12	0	0	32	0	2	0	0	8	212	0	0	1071	0	2743	0	719	363	44	17	0	0	18	0	11	0	0	0	0	187	0	0	1111	0	0	45	3	0	0	0	1004	380	0	0	92	968	36	360	24	4822	0	6	1126	0	585	0	0	0	23	0	0	0	0	15	0	0	0	0	14125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2897	35	0	0	12	0	24	0	0	0	0	0	0	0	0	0	339	0	0	0	0	32	0	0	64	113	5917	98	0	1408	0	0	74	58968	3	0	97	0	0	0
