run	total_reads	[Bacteroides] pectinophilus group	[Clostridium] innocuum group	[Clostridium] methylpentosum group	[Eubacterium] brachy group	[Eubacterium] eligens group	[Eubacterium] ruminantium group	[Eubacterium] siraeum group	[Eubacterium] ventriosum group	[Eubacterium] xylanophilum group	[Ruminococcus] gauvreauii group	[Ruminococcus] gnavus group	Achromobacter	Acidaminococcus	Acidovorax	Acinetobacter	Actinoallomurus	Actinobacillus	Actinomyces	Actinotignum	Acutalibacter	Adhaeribacter	Aeribacillus	Aerococcus	Aestuariimicrobium	Afipia	Agathobacter	Agathobaculum	Agrobacterium	Agrococcus	Akkermansia	Alicycliphilus	Alistipes	Alkanindiges	Allisonella	Alloscardovia	Amaricoccus	Aminicella	Aminobacter	Anaerobutyricum	Anaerococcus	Anaerofustis	Anaeroglobus	Anaerostipes	Anaerotignum	Anaerotruncus	Antarcticibacterium	Aquabacterium	Aquamonas	Aquicella	Arcanobacterium	Arcobacter	Arhodomonas	Asaccharobacter	Atopobium	Atopococcus	Atopostipes	Bacillus	Bacteroides	Barnesiella	Bergeyella	Berryella	Bifidobacterium	Bilophila	Blastococcus	Blautia	Bosea	Brachybacterium	Bradyrhizobium	Brevibacterium	Brevundimonas	Brucella	Burkholderia-Caballeronia-Paraburkholderia	Butyribacter	Butyricimonas	CAG-196	CAG-352	CAG-56	Caldicoprobacter	Caldimonas	Campylobacter	Candidatus Soleaferrea	Caproiciproducens	Catenibacillus	Catenibacterium	Catenisphaera	Caulobacter	Cellulomonas	CHKCI002	Christensenellaceae R-7 group	Chryseobacterium	Citricoccus	Citrobacter	Cloacibacillus	Cloacibacterium	Clostridium	Cohnella	Colidextribacter	Collinsella	Comamonas	Conyzicola	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Criibacterium	Crossiella	CSP1-2	Cupriavidus	Curvibacter	Cutibacterium	Dechloromonas	Defluviitaleaceae UCG-011	Deinococcus	Delftia	Dermabacter	Dermacoccus	Desulfovibrio	Dialister	Diaphorobacter	Dielma	Dorea	DTU089	Eggerthella	Eisenbergiella	Enhydrobacter	Enterobacillus	Enterobacter	Enterocloster	Enterococcus	Eremococcus	Erysipelotrichaceae UCG-003	Escherichia-Shigella	Eubacterium	Exiguobacterium	Extibacter	Ezakiella	Facklamia	Faecalibacterium	Faecalicoccus	Faecalimonas	Faecalitalea	Falsochrobactrum	Family XIII AD3011 group	Family XIII UCG-001	Fannyhessea	Fastidiosipila	Faucicola	Fenollaria	Ferrovibrio	Finegoldia	Flavimobilis	Flavobacterium	Flavonifractor	Fontibacillus	Fournierella	Frisingicoccus	Fusicatenibacter	Fusobacterium	Gabonibacter	Gardnerella	GCA-900066575	Gemella	Gemmiger	Geothermomicrobium	Gleimia	Glutamicibacter	Gordonia	Gordonibacter	Granulicatella	Haemophilus	Halomonas	Helcococcus	Herbaspirillum	Holdemanella	Holdemania	Howardella	Hoylesella	HT002	Hungatella	Hydrocarboniphaga	Hydrogenoanaerobacterium	Hydrogenophilus	Hymenobacter	Intestinibacter	Intestinimonas	Jeotgalicoccus	Jonquetella	Kallipyga	Kingella	Kinneretia	Klebsiella	Knoellia	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lachnospiraceae FCS020 group	Lachnospiraceae FE2018 group	Lachnospiraceae NC2004 group	Lachnospiraceae ND3007 group	Lachnospiraceae NK4A136 group	Lachnospiraceae UCG-004	Lachnospiraceae UCG-010	Lacticaseibacillus	Lactobacillus	Lactococcus	Latilactobacillus	Lawsonella	Leifsonia	Leyella	Ligilactobacillus	Limnobacter	Limosilactobacillus	Listeria	Luteimonas	Lysinibacillus	Mailhella	Marinococcus	Marmoricola	Marvinbryantia	Massilia	Massiliomicrobiota	Massiliprevotella	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Mesorhizobium	Metabacillus	Methanobrevibacter	Methanosphaera	Methylobacillus	Methylobacterium	Methylocella	Methylopila	Methylorubrum	Microbacterium	Microcella	Micrococcus	Microlunatus	Microvirga	Mitsuokella	MN 122.2a	Mobiluncus	Modestobacter	Mogibacterium	Monoglobus	Moraxella	Moryella	Mucilaginibacter	Murdochiella	Mycobacterium	Ndongobacter	Negativibacillus	Negativicoccus	Neomicrococcus	Nesterenkonia	Nitrobacter	Nitrosomonas	Nitrospirillum	NK4A214 group	Nocardioides	Nosocomiicoccus	Noviherbaspirillum	Novispirillum	Novosphingobium	Nubsella	Odoribacter	Oligella	Olsenella	Oribacterium	Oscillibacter	Oscillospira	Ottowia	Paenarthrobacter	Paeniglutamicibacter	Paludicola	Pandoraea	Pantoea	Parabacteroides	Paracoccus	Paraprevotella	Parasutterella	Parvimonas	Patulibacter	Pediococcus	Peptococcus	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Phocaeicola	Phyllobacterium	Pleomorphomonas	Pleurocapsa PCC-7319	Porphyromonas	Prevotella	Prevotellaceae NK3B31 group	Prevotellaceae UCG-001	Propionibacterium	Propioniciclava	Proteus	Pseudarthrobacter	Pseudoalteromonas	Pseudoclavibacter	Pseudoglutamicibacter	Pseudokineococcus	Pseudomonas	Pseudoxanthomonas	Psychrobacillus	Psychrobacter	Pygmaiobacter	Ralstonia	Rarimicrobium	Rathayibacter	Rhizobacter	Rhizobium	Rhizorhapis	Rhodococcus	Rhodocytophaga	Rickettsia	Rikenellaceae RC9 gut group	Robinsoniella	Romboutsia	Roseburia	Roseomonas	Rothia	Rouxiella	Rubellimicrobium	Ruminiclostridium	Ruminococcus	Ruthenibacterium	S5-A14a	Saccharibacillus	Saccharopolyspora	Salmonella	Salsuginibacillus	Schaalia	Segatella	Sellimonas	Senegalimassilia	SH-PL14	Shinella	Shuttleworthia	Slackia	Sneathia	Solirubrobacter	Solobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Sporocytophaga	Staphylococcus	Stenotrophomonas	Streptococcus	Streptomyces	Subdoligranulum	Succinatimonas	Succiniclasticum	Sutterella	Synergistes	Tepidimonas	Terrisporobacter	Tessaracoccus	Thermomonas	Thomasclavelia	Tissierella	Treponema	Trueperella	Tsuneonella	Tundrisphaera	Turicibacter	Tyzzerella	UCG-002	UCG-003	UCG-004	UCG-005	UCG-007	UCG-008	UCG-009	Unassigned	Varibaculum	Variovorax	Veillonella	Vibrio	Victivallis	Vulcaniibacterium	W5053	Weissella	Winkia	Youngiibacter	Zag_111
SRR31465469	40613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	40420	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
SRR31465477	50459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6930	0	0	0	0	0	0	0	0	325	2066	0	0	0	0	0	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	1433	0	0	407	0	0	0	0	0	0	0	0	0	0	0	9268	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	787	450	0	0	0	1018	0	0	0	0	0	0	0	0	0	835	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	0	0	0	0	1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	1259	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6677	0	0	0	1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3827	0	0	0	0	0	0	0	0	0	0	0
SRR31465476	52861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	3788	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	171	528	0	0	0	0	0	0	0	0	0	0	0	0	0	2707	0	0	0	0	0	0	2793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	0	0	0	0	0	0	0	0	0	0	1661	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	0	0	1373	0	0	0	0	0	0	0	0	0	0	0	0	1637	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	8668	0	2409	0	3391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9051	0	0	0	0	0	0	0	0	0	0	0
SRR31465478	3584	0	0	0	0	20	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	16	0	0	133	20	0	0	24	0	40	0	0	0	0	0	0	38	15	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	22	0	39	174	11	0	88	0	0	0	0	18	0	29	9	0	0	10	0	0	0	0	0	0	0	0	38	0	0	0	57	0	0	0	0	0	6	0	41	0	0	0	0	0	0	35	0	0	0	5	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	29	0	0	10	122	0	0	0	0	0	111	0	0	0	0	0	38	54	0	0	0	0	0	0	0	0	0	0	0	29	0	0	203	0	0	72	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	0	0	16	0	0	0	13	0	23	0	0	0	0	0	0	24	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	24	0	0	0	0	0	0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	15	20	0	0	0	0	0	11	0	0	0	0	0	74	12	10	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	41	0	0	0	25	0	78	0	0	0	5	0	0	0	26	0	0	0	0	0	0	54	0	0	0	0	0	0	23	9	0	0	0	0	0	10	65	0	0	0	0	3	0	0	0	0	0	22	0	29	0	0	4	0	0	0	462	0	0	28	0	0	0	0	0	0	0	0
SRR31465481	22454	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR31465485	43962	0	0	0	9	0	0	0	0	0	0	11	0	742	0	0	0	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	6	0	90	0	0	0	0	4	7748	0	14	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	202	0	0	22	10	17	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	5	0	0	0	0	0	17	0	0	139	0	0	0	0	13	235	27	0	0	0	0	0	0	0	0	0	0	0	166	376	0	0	29	0	0	0	0	0	0	0	366	0	0	2522	0	0	0	173	0	9	0	0	0	0	7	0	0	245	0	24	0	11542	0	0	0	0	0	0	0	526	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	50	0	10	205	0	0	0	0	0	0	0	0	0	93	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	82	0	28	0	0	89	0	23	0	0	0	147	0	0	0	0	0	6	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	358	0	0	440	4711	1451	26	0	0	0	0	321	499	0	101	0	0	623	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	28	0	98	0	0	0	0	0	0	0	0	1055	0	0	0	0	103	0	0	12	0	0	0	12	0	0	93	3	0	1	0	2422	0	2381	0	0	0	33	95	0	0	0	0	0	0	0	0	0	0	0	2	0	8	7	0	0	0	0	0	126	72	0	0	0	0	0	19	0	0	0	0
SRR31465486	43999	0	5	1	213	56	43	10	0	0	42	51	0	1072	0	1	0	0	0	0	18	0	0	0	0	0	160	50	0	0	0	0	667	0	0	0	0	0	0	141	1817	0	0	8	0	9	0	0	0	0	0	105	0	0	0	0	0	0	5611	9	0	0	26	260	0	615	0	0	0	90	0	0	0	0	113	0	0	0	0	0	42	8	0	0	268	35	0	0	0	243	0	0	0	43	0	39	0	225	416	0	0	0	0	303	5851	18	0	0	0	0	0	0	0	0	0	203	0	297	16	0	11	617	0	0	0	0	0	0	47	5	0	0	2613	4	0	3	97	0	1280	0	14	0	0	120	9	0	5	0	226	0	4672	0	0	48	0	0	21	112	2	48	0	0	0	183	0	0	0	0	0	0	0	0	0	0	477	29	0	5	0	2	0	0	0	0	10	15	0	3	11	0	0	0	0	0	0	0	49	0	7	0	0	32	68	5	278	7	0	0	0	25	0	25	0	0	0	0	0	0	42	0	0	0	0	0	69	301	35	2079	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	3	0	0	23	0	0	0	0	277	17	0	0	0	0	0	415	0	0	0	0	0	0	110	0	0	0	13	6	0	0	0	0	0	0	413	0	0	41	51	0	0	178	2135	148	392	0	0	0	0	118	10	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	292	84	0	0	0	0	0	86	36	59	0	0	0	0	0	557	0	73	0	0	0	0	0	0	0	3	0	0	0	183	0	20	0	0	0	0	921	25	0	2	0	0	0	0	0	0	0	0	16	0	2248	101	122	529	0	0	0	1279	0	0	0	0	25	0	7	0	0	0	0
SRR31465480	51813	0	0	0	2	26	0	0	0	0	11	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	68	0	0	0	234	0	16	0	0	54	0	0	0	53	6265	0	0	30	41	0	0	0	0	0	0	0	0	0	31	0	0	0	1601	12	0	0	0	12	0	344	0	0	0	58	0	0	0	0	6	25	0	0	0	0	474	0	0	0	0	0	0	0	0	102	0	0	0	0	0	1	0	19	33	0	0	272	4	35	9382	22	0	0	0	0	0	0	0	0	0	0	0	115	493	0	0	30	0	0	0	0	0	0	25	0	0	0	1106	0	0	0	791	39	497	0	5	0	0	0	0	0	940	0	631	0	5382	0	0	5	0	0	0	68	53	0	0	0	0	198	0	13	0	0	0	0	0	0	0	0	0	0	8	904	0	884	0	0	0	0	3	4	0	128	177	0	0	0	0	0	0	0	34	0	0	0	0	55	25	10	2	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	14	3	0	16	0	955	0	15	14	57	0	0	0	0	0	5	0	11	0	0	0	0	10	0	0	0	9	6	0	0	0	0	0	0	127	0	0	23	19	0	0	214	6583	288	151	27	0	0	0	3516	1902	0	298	13	0	0	0	0	23	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	24	0	0	16	0	0	0	0	0	196	2	857	0	0	0	0	23	0	0	0	0	0	0	0	0	0	11	0	0	0	0	354	0	621	0	0	0	116	248	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	21	0	0	0	1969	22	0	0	0	0	0	228	0	0	0	0
SRR31465490	52582	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	93	17	0	0	33	0	215	0	0	0	0	0	0	107	480	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2232	14	0	0	112	82	0	246	0	0	0	0	0	0	0	0	21	0	0	0	0	0	141	0	0	0	0	0	0	0	0	25	0	0	0	0	0	35	0	9	191	0	0	0	0	87	1019	0	0	0	0	0	0	0	0	0	0	10	0	0	107	0	40	80	0	0	0	0	0	0	7	0	32	56	19898	0	0	0	170	0	365	0	3	0	0	9	0	0	6	0	125	0	2557	0	0	4	0	0	0	86	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	22	95	0	0	0	0	0	0	0	0	0	0	0	23	11	0	0	24	1	25	13	3	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	123	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	206	0	0	36	0	0	0	0	0	0	10	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	725	0	0	19	0	0	0	0	526	124	0	0	0	0	0	414	1521	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	50	6	0	0	0	0	0	497	70	130	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	72	0	17805	0	0	0	0	112	0	0	48	0	0	0	0	0	0	0	0	0	0	298	22	0	64	0	5	3	27	0	0	0	0	0	0	0	0	0	0	0
SRR31465494	55244	0	0	0	0	0	0	0	0	0	0	0	0	0	1480	6727	0	0	0	0	0	0	0	0	0	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2659	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	78	0	0	0	399	2466	157	1507	0	3272	0	0	0	0	0	849	0	0	0	0	0	0	0	0	0	0	0	0	3143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	0	1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	297	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11857	0	1051	0	6596	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4281	0	0	0	0	0	0	0	0	0	0	0
SRR31465482	42207	0	22	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	24	10	0	0	0	0	0	0	4	0	0	1882	0	211	0	0	251	0	0	0	0	4862	0	0	0	6	39	0	0	0	0	0	0	0	0	261	0	0	0	3331	0	0	114	0	156	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	1323	0	0	0	0	33	0	0	0	0	192	11	0	0	907	0	0	0	52	0	0	0	23	0	0	0	0	0	3	0	52	0	3696	0	0	0	0	0	7	0	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	751	0	574	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	61	0	0	0	0	0	4	0	3	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	0	7	0	0	231	0	492	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	349	0	0	0	0	0	0	313	5067	0	0	0	0	0	0	1705	7929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	247	0	0	0	0	0	0	5	0	0	0	0	0	1	0	1	0	2979	0	17	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	39	0	409	0	0	0	0	0	0	0	0
SRR31465495	25602	0	0	0	8	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	1252	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	900	0	1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8492	0	0	0	0	0	0	0	0	0	0	55	0	0	46	0	0	0	0	0	0	5	0	0	0	0	47	0	464	0	0	0	105	91	0	0	0	0	0	4	0	0	0	0	1516	0	2368	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	108	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2398	0	0	0	0	0	0	146	44	0	0	0	0	0	0	0	1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	8	0	346	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2825	0	55	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	33	0	0	0	0	0	0	0	0	0	0
SRR31465483	47098	0	0	0	0	0	0	0	0	0	0	0	0	0	1724	6901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599	0	0	0	0	1129	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1872	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13111	0	0	0	6549	0	1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0
