ASV	SRR6360568	SRR6360570	SRR6360572	SRR6360587	SRR6360590	SRR6360594	SRR6360598	SRR6360601	SRR6360602	SRR6360603	SRR6360604	SRR6360608	SRR6360611	SRR6360612	SRR6360617	SRR6360621	SRR6360626	SRR6360629	SRR6360631	SRR6360634	SRR6360635	SRR6360638	SRR6360639	SRR6360643	SRR6360646	SRR6360649	SRR6360651	SRR6360653	SRR6360654	SRR6360656	SRR6360661	SRR6360662	SRR6360666	SRR6360671	SRR6360675	SRR6360677	SRR6360680	SRR6360681	SRR6360684	SRR6360685	SRR6360687	SRR6360697	SRR6360700	SRR6360706	SRR6360709	SRR6360715	SRR6360719	SRR6360720	SRR6360723	SRR6360724	SRR6360726	SRR6360729	SRR6360730	SRR6360732	SRR6360737	SRR6360742	SRR6360748	SRR6360759	SRR6360766	SRR6360768	SRR6360769	SRR6360770	SRR6360775	SRR6360776	SRR6360783	SRR6360789	SRR6360791	SRR6360792	SRR6360796	SRR6360800	SRR6360801	SRR6360804	SRR6360805	SRR6360809	SRR6360810	SRR6360813	SRR6360816	SRR6360819	SRR6360820	SRR6360822	SRR6360824	SRR6360830	SRR6360831	SRR6360833	SRR6360839	SRR6360841	SRR6360845	SRR6360849	SRR6360851	SRR6360854	SRR6360861	SRR6360863	SRR6360864	SRR6360866	SRR6360870	SRR6360872	SRR6360873	SRR6360876	SRR6360879	SRR6360883	SRR6360886	SRR6360890	SRR6360892	SRR6360893	SRR6360897	SRR6360905	SRR6360906	SRR6360907	SRR6360908	SRR6360913	SRR6360917	SRR6360924	SRR6360925	SRR6360928	SRR6360929	SRR6360930	SRR6360934	SRR6360936	SRR6360940	SRR6360944	SRR6360945	SRR6360956	SRR6360957	SRR6360958	SRR6360960	SRR6360961	SRR6360968	SRR6360969	SRR6360982	SRR6360983	SRR6360985	SRR6360988	SRR6360994	SRR6360996	SRR6360997	SRR6360999	SRR6361000	SRR6361006	SRR6361007	SRR6361009	SRR6361011	SRR6361015	SRR6361018	SRR6361019	SRR6361020	SRR6361021	SRR6361024	SRR6361028	SRR6361030	SRR6361032	SRR6361035	SRR6361038	SRR6361042	SRR6361045	SRR6360565	SRR6360567	SRR6360569	SRR6360575	SRR6360577	SRR6360578	SRR6360585	SRR6360595	SRR6360597	SRR6360605	SRR6360607	SRR6360609	SRR6360614	SRR6360615	SRR6360616	SRR6360618	SRR6360619	SRR6360622	SRR6360623	SRR6360624	SRR6360625	SRR6360632	SRR6360633	SRR6360640	SRR6360642	SRR6360645	SRR6360647	SRR6360648	SRR6360655	SRR6360657	SRR6360659	SRR6360660	SRR6360667	SRR6360669	SRR6360676	SRR6360679	SRR6360683	SRR6360686	SRR6360688	SRR6360689	SRR6360690	SRR6360692	SRR6360693	SRR6360694	SRR6360695	SRR6360696	SRR6360699	SRR6360702	SRR6360704	SRR6360708	SRR6360710	SRR6360711	SRR6360713	SRR6360716	SRR6360718	SRR6360722	SRR6360727	SRR6360728	SRR6360731	SRR6360733	SRR6360739	SRR6360740	SRR6360745	SRR6360747	SRR6360752	SRR6360754	SRR6360756	SRR6360757	SRR6360758	SRR6360762	SRR6360763	SRR6360764	SRR6360765	SRR6360772	SRR6360773	SRR6360777	SRR6360778	SRR6360780	SRR6360781	SRR6360784	SRR6360788	SRR6360790	SRR6360797	SRR6360798	SRR6360799	SRR6360802	SRR6360806	SRR6360808	SRR6360811	SRR6360812	SRR6360814	SRR6360815	SRR6360817	SRR6360818	SRR6360825	SRR6360826	SRR6360827	SRR6360828	SRR6360829	SRR6360835	SRR6360836	SRR6360842	SRR6360843	SRR6360844	SRR6360846	SRR6360847	SRR6360848	SRR6360855	SRR6360857	SRR6360858	SRR6360859	SRR6360860	SRR6360867	SRR6360868	SRR6360871	SRR6360874	SRR6360878	SRR6360880	SRR6360881	SRR6360891	SRR6360895	SRR6360896	SRR6360898	SRR6360899	SRR6360900	SRR6360901	SRR6360903	SRR6360909	SRR6360911	SRR6360916	SRR6360920	SRR6360921	SRR6360922	SRR6360927	SRR6360932	SRR6360933	SRR6360938	SRR6360939	SRR6360942	SRR6360948	SRR6360949	SRR6360950	SRR6360952	SRR6360953	SRR6360959	SRR6360962	SRR6360964	SRR6360965	SRR6360966	SRR6360970	SRR6360973	SRR6360980	SRR6360984	SRR6360987	SRR6360989	SRR6360998	SRR6361002	SRR6361005	SRR6361008	SRR6361010	SRR6361014	SRR6361017	SRR6361026	SRR6361033	SRR6361034	SRR6361036	SRR6361039	SRR6361043	SRR6360566	SRR6360571	SRR6360573	SRR6360574	SRR6360576	SRR6360579	SRR6360580	SRR6360581	SRR6360582	SRR6360583	SRR6360584	SRR6360586	SRR6360588	SRR6360589	SRR6360591	SRR6360592	SRR6360593	SRR6360596	SRR6360599	SRR6360600	SRR6360606	SRR6360610	SRR6360613	SRR6360620	SRR6360627	SRR6360628	SRR6360630	SRR6360636	SRR6360637	SRR6360641	SRR6360644	SRR6360650	SRR6360652	SRR6360658	SRR6360663	SRR6360664	SRR6360665	SRR6360668	SRR6360670	SRR6360672	SRR6360673	SRR6360674	SRR6360678	SRR6360682	SRR6360691	SRR6360698	SRR6360701	SRR6360703	SRR6360705	SRR6360707	SRR6360712	SRR6360714	SRR6360717	SRR6360721	SRR6360725	SRR6360734	SRR6360735	SRR6360736	SRR6360738	SRR6360741	SRR6360743	SRR6360744	SRR6360746	SRR6360749	SRR6360750	SRR6360751	SRR6360753	SRR6360755	SRR6360760	SRR6360761	SRR6360767	SRR6360771	SRR6360774	SRR6360779	SRR6360782	SRR6360785	SRR6360786	SRR6360787	SRR6360793	SRR6360794	SRR6360795	SRR6360803	SRR6360807	SRR6360821	SRR6360823	SRR6360832	SRR6360834	SRR6360837	SRR6360838	SRR6360840	SRR6360850	SRR6360852	SRR6360853	SRR6360856	SRR6360862	SRR6360865	SRR6360869	SRR6360875	SRR6360877	SRR6360882	SRR6360884	SRR6360885	SRR6360887	SRR6360888	SRR6360889	SRR6360894	SRR6360902	SRR6360904	SRR6360910	SRR6360912	SRR6360914	SRR6360915	SRR6360918	SRR6360919	SRR6360923	SRR6360926	SRR6360931	SRR6360935	SRR6360937	SRR6360941	SRR6360943	SRR6360946	SRR6360947	SRR6360951	SRR6360954	SRR6360955	SRR6360963	SRR6360967	SRR6360971	SRR6360972	SRR6360974	SRR6360975	SRR6360976	SRR6360977	SRR6360978	SRR6360979	SRR6360981	SRR6360986	SRR6360990	SRR6360991	SRR6360992	SRR6360993	SRR6360995	SRR6361001	SRR6361003	SRR6361004	SRR6361012	SRR6361013	SRR6361016	SRR6361022	SRR6361023	SRR6361025	SRR6361027	SRR6361029	SRR6361031	SRR6361037	SRR6361040	SRR6361041	SRR6361044
ASV0011	403	262	3612	42	535	0	0	0	0	179	33	0	1078	107	0	11425	187	424	92	6	0	92	48	0	4	0	0	0	501	0	226	15	0	11	0	0	230	0	0	19	98	91	0	0	105	0	250	36	0	3075	1023	0	0	0	0	353	24	0	326	0	0	0	67	613	7	41	34	1450	687	1608	0	74	193	0	3	44	0	40	90	0	0	93	6	0	0	98	0	0	0	0	101	727	161	17	0	33	0	0	0	0	0	21	0	0	0	0	0	0	2	0	3564	0	0	0	81	762	27	328	34	0	878	3323	28	0	153	479	159	0	9	0	0	0	0	0	0	174	0	2	788	0	0	0	0	0	60	0	5	0	0	413	0	312	9197	516	22	0	0	6	214	0	236	0	0	514	0	0	2	91	0	0	291	9	12	2	2	205	14	0	4881	25	0	7	271	23	15	0	0	7	25	0	10	0	274	0	736	0	423	17	413	46	0	0	0	1132	1	374	18	0	26	502	0	0	0	0	0	4703	381	127	0	6	0	0	0	157	176	0	0	0	0	110	0	148	96	2523	26	18	2075	0	0	669	0	0	0	0	255	0	97	0	0	0	1	0	1	1	0	0	177	0	0	0	0	0	0	28	0	15	24	54	41	0	0	103	0	0	0	0	0	0	0	98	44	0	412	0	5	8	0	1025	1262	31	81	73	95	0	37	56	0	127	4	0	0	574	11	0	27	0	0	0	22	11	32	13	391	0	3	5	3038	1123	2486	0	7	69	279	282	1866	0	0	38	23	0	0	0	3	0	582	2	62	13	84	0	0	0	0	166	573	10165	7695	74	247	0	48	0	28	3	4	0	61	3025	1015	0	0	0	0	0	58	0	0	0	0	0	0	195	0	39	0	83	92	26	25	1	0	7	54	0	165	356	0	0	0	0	222	0	0	0	0	241	28	305	733	156	294	49	14776	0	0	0	74	0	1	20	0	0	24	49	0	0	83	2047	0	0	0	54	0	0	0	36	125	0	76	0	4	163	9	2989	4795	31	0	0	189	345	158	316	6753	0	0	46	8249	0	59	16	9	0	298	0	0	0	2	137	209	149	31	400	6	686	48	0	167	223	0	0	0	0	0	453	0	0	0	88	3494	0	0
ASV0012	0	0	0	0	0	0	0	0	0	187	0	8	0	0	0	0	0	33	107	0	0	160	103	10	0	0	4	0	0	189	488	33	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17704	39254	0	863	0	38	0	0	14	11	16	0	0	0	0	0	0	0	0	9	0	0	0	524	0	0	0	0	246	253	133	0	0	0	0	0	0	46	0	0	0	5	0	0	31	0	85	0	30	0	0	0	0	0	13	32	0	0	0	22	90	139	74	0	0	0	0	0	0	0	0	137	0	0	89	0	0	51	0	0	0	0	82	0	0	0	0	0	3736	93	125	0	17	0	45	0	0	23	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	56	0	0	59	236	0	0	5	0	0	858	0	358	82	0	3	0	0	0	0	63	0	0	0	0	0	0	0	0	10	0	20	0	0	58	142	0	42851	34	0	0	66	0	33	214	119	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	42	0	117	0	0	0	663	0	126	47	25	0	135	7	0	0	0	124	0	60	0	0	3	72	9	12	37	0	0	52	9	21	0	0	0	0	0	27	0	0	0	0	0	0	0	0	124	6	24	165	0	0	0	0	106	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	4	44	0	0	0	2479	11	58	48	21	0	12	0	173	484	121	0	0	9	0	0	0	0	0	0	0	0	55	0	26	2	39	0	0	0	0	0	0	0	0	0	0	0	0	0	518	170	0	0	0	0	0	0	13	306	157	14	80	9	0	0	21	31	78	0	0	0	0	0	0	58	0	31866	119	0	0	0	35	169	167	0	117	0	0	31	0	46	0	0	0	0	0	0	0	0	0	21	141	85	19	0	0	0	0	0	0	0	0	20	0	12	0	0	76	0	0	0	0	0	0	21	0	0	149	0	19	11	16	143	0	0	0	0	0	354	0	0	40	0	0	0	0	0	0	0	0	0	6	22	0	0	0	0	0	4	145	12	3925	0	1476	0	17	0	0	0	0	6	13	0	0	458	0	0	0	0	0	0	0
ASV0013	0	0	66	63	305	0	0	0	0	0	0	0	31	0	0	0	1116	3994	470	367	0	923	92	15	24	0	0	0	0	0	1698	0	0	0	21	0	135	0	0	57	41	123	152	0	174	0	50	0	0	0	0	106	0	0	184	0	0	0	0	34	4	56	0	0	0	37	0	313	169	0	0	261	112	7779	173	141	139	62	77	0	0	0	81	0	0	39	0	0	0	123	0	27	0	0	1321	0	0	6187	22	0	0	0	0	0	0	0	1033	435	1955	201	135	0	0	12	0	0	0	84	579	30	0	118	238	249	352	0	5	0	0	0	30	0	73	13	0	0	0	0	0	26	0	3	0	0	0	0	155	0	0	0	49	0	0	0	63	0	0	0	0	73	7640	0	0	59	135	0	0	0	238	0	351	0	64	34	168	1323	101	0	0	14	0	0	730	0	308	0	0	0	0	18	0	0	0	0	0	0	0	7	0	29	63	0	338	12	11	30	0	0	0	0	109	5	133	31	204	0	198	58	0	0	0	0	0	0	0	10	10	269	340	0	0	0	0	0	0	0	310	0	0	996	256	0	195	304	0	52	0	0	93	185	500	219	532	0	30	0	0	0	0	0	350	170	181	0	0	0	43	0	0	0	32542	0	0	0	0	1153	0	0	0	0	0	499	0	328	31	62	265	77	0	0	168	631	435	0	0	0	0	0	0	47	278	0	0	0	0	29	43	0	0	0	38	0	0	0	0	0	0	141	0	0	20	51	0	0	0	0	362	120	0	0	334	0	934	0	2746	16947	1533	0	0	418	0	0	0	0	0	373	641	34	3361	206	260	33	23	0	0	0	0	0	0	37	32	0	0	0	3	0	0	48	6519	202	0	100	0	47	0	0	0	0	0	0	35	105	4307	157	0	0	0	0	0	0	0	0	205	2404	96	0	0	0	0	28	58	980	195	15	0	0	0	55	0	0	0	0	0	91	358	218	8	0	801	329	24	0	34	0	24	0	60	0	27	0	12710	0	175	0	2721	115	0	0	0	0	1467	1515	0	56	172	47	32	136	159	0	0	54	0	0	167	0	0	0	0	0	0	0	0	0	229	0	20	0	0	12	0	0	0	0	0	0	0	0	0	0	44
ASV0014	48	60	117	11	0	0	1363	0	29	6693	0	0	195	351	0	136	362	0	2048	1811	111	0	26	0	183	0	0	0	143	1514	0	0	0	0	0	192	64	5802	253	5014	679	501	0	0	0	172	0	0	1079	0	170	152	0	0	1314	126	104	0	1953	11	15	0	1270	2065	1652	375	678	0	0	0	416	0	0	143	189	565	141	0	138	103	0	0	0	0	0	0	109	0	0	0	715	848	1211	694	51	0	0	299	154	17	0	0	0	0	0	0	418	119	88	42	119	0	0	0	0	0	5	0	40	0	92	205	142	0	65	61	0	0	0	0	110	0	26	310	59	0	665	0	0	0	0	45	384	66	605	0	275	0	0	815	63	1400	0	4	108	1042	1117	535	0	0	0	0	0	5517	480	0	0	106	5970	402	81	1510	0	0	1098	0	0	1971	18	0	0	0	0	9	0	0	233	0	0	0	6001	142	579	938	0	0	1049	0	0	56	191	0	488	0	0	37	144	1321	40	0	146	71	98	0	0	0	0	0	357	415	0	0	0	5493	1009	0	0	0	0	1525	2968	2253	0	912	262	1719	166	28	426	0	96	0	0	0	0	0	0	0	0	0	0	60	221	0	0	0	0	0	0	0	0	228	1380	0	246	0	303	0	0	0	213	98	0	0	0	0	0	0	0	830	132	0	943	481	0	167	116	129	195	0	0	431	292	0	60	0	57	0	0	0	60	0	0	0	130	25	100	65	58	229	0	0	0	0	39	0	0	1292	1412	61	126	52	67	0	0	231	0	138	161	0	261	0	0	0	0	0	0	0	0	0	356	189	0	992	0	151	0	2405	0	926	970	362	0	0	0	0	0	294	461	680	427	810	187	94	373	0	31	0	41	0	0	324	310	0	650	8	0	0	0	0	37	784	0	0	5422	187	1291	914	1246	0	0	576	35	0	0	206	2754	131	1450	0	38	117	142	0	0	0	0	0	0	429	0	0	0	165	639	79	1769	0	181	379	0	0	0	0	26	0	0	0	169	0	45	1672	104	141	67	198	0	98	0	0	191	408	46	110	385	125	37	180	324	0	0	0	0	0	38	254	0	34	0	243	0	418	0	0	0	0	0	0	226	61	0	255	0	1033	0	0	0	689	0	0	132
ASV0015	0	120	48	0	70	0	0	133	121	2099	2	7	0	0	0	17	5	11	664	2266	36	0	9	0	0	0	0	0	0	238	47	0	0	16	14	62	0	1310	108	9	60	41	6	148	3	0	0	0	0	38	0	0	0	0	60	0	0	0	44	0	0	1	564	804	252	129	2202	78	0	0	0	0	0	162	80	69	25	20	70	19	0	0	174	12	28	6	1740	0	16	160	0	114	46	7	100	0	0	234	43	0	0	19	0	0	0	6	124	223	426	0	0	0	0	0	0	0	3	0	0	126	0	0	16	0	3	0	14	71	904	26	240	489	0	0	0	149	0	10	16	0	0	0	10	77	0	0	1	0	0	34	0	147	0	0	0	153	136	30	564	0	622	0	0	175	91	0	0	0	1902	257	35	1336	31458	251	17886	0	0	398	4	40	0	0	20	0	22	9	4	0	95	0	1810	72	53	0	55	0	119	591	407	12	23	0	0	4	0	30	0	0	0	0	11	0	20	5	0	31	56	28	30	45	31	92	0	0	229	0	9	3	127	1272	105	45	0	909	308	5331	0	0	0	0	19	0	271	33	38	80	3	0	1390	831	3772	685	40	0	0	20	414	35	13	5	0	17	193	8	0	26	54	0	0	0	154	0	0	0	0	94	0	0	0	36	56	282	768	0	0	3	17	162	77	0	9	0	0	0	0	0	0	0	0	0	0	7	97	293	0	1001	14	51	0	0	113	249	3	0	0	12	175	51	69	0	0	0	33	62	94	17	835	39	75	144	141	0	46	0	256	1206	14	0	0	0	0	0	3022	21	0	106	0	1327	2	1992	331	0	0	0	0	0	0	0	0	0	0	40	0	0	0	274	0	0	7	115	0	0	65	44	159	9	0	0	0	0	0	78	29	37	0	43	17	206	1054	0	29	970	17	2340	0	35	69	74	535	0	0	83	372	0	0	0	0	0	0	282	94	0	113	61	143	0	44	55	354	476	0	0	0	0	20	88	0	0	0	0	263	628	0	0	0	40	0	0	129	0	46	0	0	0	0	53	82	0	30	0	927	122	0	0	0	0	0	24	52	237	0	254	0	189	27	59	12	57	0	10	0	0	0	87	0	0	0	84	0	0	0
ASV0016	0	0	0	63	0	135	320	429	157	0	0	0	0	22	0	0	0	91	89	0	0	0	0	0	0	0	0	20	0	0	1045	2	29	0	0	0	80	5	0	0	0	0	18	133	0	40	385	19	0	1891	0	0	0	99	0	0	5	44	0	0	0	223	0	0	0	56	0	0	0	0	0	395	0	0	3	0	0	18	0	0	153	0	24	230	30	0	0	0	51	0	0	0	76	0	71	0	0	7	0	0	0	13	0	0	12	28	47	0	10	85	0	126	0	92	0	30	47797	29538	32	0	0	19	2605	693	0	0	57	0	0	0	0	0	118	0	0	195	57	0	25	0	0	0	0	0	0	0	0	0	32	232	0	65	0	0	0	0	0	0	0	0	300	90	0	71	34	0	0	0	0	3	0	67	0	0	11	0	0	0	0	17	0	0	314	4	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	42	0	571	0	0	0	42	0	0	352	0	0	0	0	0	0	0	0	0	41	0	0	0	0	6	0	0	11	59	1	0	0	2	0	0	83	0	0	0	20	17	0	0	0	0	0	0	51	0	31	0	0	0	0	0	0	37	0	105	0	0	0	0	181	139	0	0	0	0	35	0	0	47	36	0	56	0	0	105	0	0	0	128	5207	0	11	0	154	28	0	246	0	0	610	0	0	0	0	0	0	0	0	0	1	0	207	0	8	0	327	231	341	0	0	0	0	0	0	0	0	0	0	0	180	0	0	286	0	0	36	0	0	112	622	245	256	0	0	0	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	0	0	35	0	39	0	43	0	0	0	0	32	17	0	0	0	0	0	0	0	12	18	0	0	0	0	297	14	0	0	0	74	0	152	44	172	0	0	0	0	0	0	0	388	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	163	0	303	0	3417	192	94	0	177	330	0	0	520	791	0	8	0	71	0	0	0	0	12	14	0	0	0	0	0	0	9	7	73	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV0017	49	66	0	0	396	0	318	0	201	5767	85	0	74	0	0	10	130	66	64	0	0	203	237	84	298	0	4	77	46	756	863	27	0	29	8	85	392	0	15	4	725	51	51	0	162	40	17	0	469	126	54	0	0	85	181	0	17	0	60	6	2	64	83	26	70	76	20	1560	696	185	0	0	0	0	86	199	151	61	86	12	0	22	107	284	7	0	0	0	0	292	78	31	30	0	54	28	0	0	0	0	0	0	0	0	0	46	56	59	89	4	0	390	84	38	281	313	955	825	595	767	451	8	6	45	0	0	417	9	46	21	10	0	0	84	11	408	23	0	6	0	0	0	89	29	71	0	26	0	0	20	60	39	0	0	18	22	0	19	160	77	3583	11	0	4	0	0	37	0	1	3	86	150	15	0	17	246	211	0	0	154	0	0	1263	74	244	173	20	8	0	205	4	0	123	25	0	171	31	0	1343	0	33	299	0	383	0	186	1	536	68	120	28	27	29	1788	0	56	136	388	34	21	317	186	96	12	0	0	32	268	2742	30	0	0	0	23	34	468	3514	0	0	300	0	0	0	0	452	25	18	1	0	0	2688	0	21	0	13	4	68	0	0	0	268	570	177	23	244	80	212	54	0	0	0	0	0	0	0	0	46	137	35	233	140	0	507	184	9	54	16	0	429	28	1328	347	245	0	0	0	0	0	0	0	38	1455	0	1	77	10	4	0	0	18	540	49	48	0	183	0	42	18	102	0	14	32	0	0	0	0	0	28	87	0	244	0	56	145	219	51	143	0	0	790	40	62	887	0	35	81	112	57	454	140	7	0	35	302	5	70	46	5458	8133	262	124	16	57	0	89	14	3659	29	27	7	15	26	0	19	0	0	163	0	133	0	237	374	296	152	279	14	54	0	8	0	0	0	35	34	0	0	35	38	249	40	459	5570	72	8	0	0	44	0	0	0	0	123	0	0	87	60	111	38	0	0	104	22	0	0	40	5	0	0	10	495	7	4799	0	0	6	18	0	479	0	811	2140	79	17	28	0	0	0	30	0	68	0	2	277	0	20	69	287	15	55	13	16	0	0	200	43	33	0	33	37	28	0	35	0	0	0	0	658	4	0	0	0
ASV0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1860	354	17	261	1081	1089	1916	1053	4060	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	34	0	0	101	30	0	0	0	0	164	0	0	0	0	18465	0	0	0	0	156	0	0	0	0	0	42	0	0	34	0	0	0	195	1178	886	905	39	0	0	0	0	0	11	0	0	3	41	0	21	0	0	1	0	0	0	0	0	0	0	162	0	0	0	0	25	0	39	0	0	0	0	0	0	0	10	35	0	0	18	0	27	323	0	0	0	0	0	0	0	0	0	43	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	6	0	216	486	0	0	3510	0	1146	125	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	26	351	0	4310	0	0	22367	107	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	45	14	0	0	0	0	0	664	0	9	245	278	0	0	0	0	0	0	0	0	3	134	0	0	0	0	0	0	9	126	0	0	0	0	0	0	324	0	0	0	0	0	835	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	145	0	0	83	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	138	391	0	0	3890	6663	0	0	122	0	25	0	14	0	0	0	0	0	79	0	0	0	0	99	34	30	0	0	0	0	0	49	305	373	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	4	0	0	0	0	2519	0	3	15	0	0	587	0	118	989	7	0	0	1460	18	325	1619	36	0	0	181	10	0	17	2816	0	0	0	0	0	0	0	0
ASV0019	0	0	0	0	0	72	0	61	118	501	0	0	0	0	0	0	0	0	0	0	0	8501	7391	365	479	32	0	154	0	0	0	40	0	0	0	0	0	0	11	0	0	0	0	0	0	430	170	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	420	0	0	0	0	0	0	0	0	0	960	58	0	0	0	0	77	2010	0	759	2792	103	0	0	0	0	0	18	0	0	0	0	0	0	0	168	1107	2315	0	0	0	0	800	0	95	0	0	0	0	3423	4272	0	0	0	0	1656	596	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	10	0	0	8813	10411	0	0	2765	0	54	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	31	0	0	0	0	0	37	0	0	0	0	21	0	0	0	19	0	0	0	0	0	0	0	0	34	0	5	0	0	0	66	0	0	0	0	6	0	609	0	0	0	0	0	0	6	1022	0	319	2211	2037	353	0	0	0	68	0	0	0	0	0	0	0	0	10	0	0	0	118	803	343	0	29	0	72	0	0	371	0	0	19	15	3545	45	0	0	0	0	0	0	0	0	1206	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	15	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	34	179	0	0	0	0	0	1950	6	0	0	29	0	0	0	94	0	2	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	504	321	0	0	0	0	0	0	0	1082	2174	2216	0	793	0	0	0	0	0	0	42	0	0	0	155	0	0	0	141	0	0	0	345	0	0	0	211	0	17	0	694	0	0	0	0	0	0	0	742	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV0020	83	516	4269	0	0	0	0	0	0	0	0	23	0	0	0	112	2	613	35	0	0	0	2	36	53	117	18	0	0	0	0	0	0	225	60	138	133	19	279	186	35	35	175	0	0	93	0	75	0	337	515	0	0	0	58	0	0	0	0	65	17	107	491	3054	0	29	12	248	188	0	0	0	0	4	0	58	165	26	0	219	1849	0	447	46	0	0	96	0	21	138	39	462	299	117	0	0	0	0	0	0	0	6	0	35	0	29	32	76	31	47	64	506	0	50	16	0	231	82	80	157	0	61	38	33	0	14	515	0	0	1	93	48	161	0	0	462	215	29	56	0	0	0	0	0	0	0	0	0	0	106	26	192	125	6	82	6214	3771	7628	169	71	352	0	0	231	0	0	0	0	0	0	0	83	67	0	35	16	9	1898	5	50	13	0	0	0	0	0	0	30	290	0	123	89	478	57	300	0	204	138	877	14	53	0	0	42	0	126	0	153	49	78	0	0	0	473	0	0	0	126	24	169	88	0	0	81	109	1	999	10	71	777	9616	37	0	101	11	0	93	0	99	0	0	0	0	0	48	0	37	0	466	0	173	0	95	33	0	9	327	0	0	0	0	82	18	0	0	0	19	0	0	0	0	129	0	0	50	0	0	10	121	272	34	0	0	26	516	540	289	210	100	0	111	66	0	0	0	0	0	0	0	39	0	233	0	0	25	3	39	52	0	32	572	115	66	0	87	3	63	0	63	79	185	0	495	332	384	476	0	0	0	0	142	5	33	33	93	0	81	0	69	0	22	0	0	25	0	0	0	84	0	0	0	24	41	502	210	0	0	0	0	20	0	33	0	0	381	44	12	59	0	0	0	0	0	0	0	34	16	0	0	0	0	0	66	143	331	0	147	1	24	7	288	3399	12	0	0	184	165	0	0	16	18	32	0	0	0	0	6	0	1	0	40	46	220	55	92	129	2972	224	0	0	0	0	0	0	0	0	0	0	10	0	8	0	153	668	218	169	0	221	14	0	0	0	37	0	0	0	70	138	4	51	43	0	168	121	33	0	0	69	76	0	0	0	0	70	6	222	37	196	0	0	0	0	0	0	0	0	0	40	263	6	0
