ASV	ERR2662893	ERR2662898	ERR2662910	ERR2662911	ERR2662912	ERR2662913	ERR2662914	ERR2662916	ERR2662921	ERR2662925	ERR2662927	ERR2662930	ERR2662932	ERR2662933	ERR2662936	ERR2662937	ERR2662939	ERR2662941	ERR2662945	ERR2662895	ERR2662896	ERR2662897	ERR2662899	ERR2662901	ERR2662902	ERR2662904	ERR2662905	ERR2662906	ERR2662908	ERR2662922	ERR2662924	ERR2662929	ERR2662938	ERR2662940	ERR2662942	ERR2662943	ERR2662944	ERR2662894	ERR2662900	ERR2662903	ERR2662907	ERR2662909	ERR2662915	ERR2662917	ERR2662918	ERR2662919	ERR2662920	ERR2662923	ERR2662926	ERR2662928	ERR2662931	ERR2662934	ERR2662935
ASV1039	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1040	0	0	0	0	0	0	0	19	5	0	0	13	41	47	0	0	0	0	0	0	0	0	16	56	36	18	0	0	0	0	0	0	0	0	0	0	6	0	14	58	0	3	0	12	0	17	10	0	1	0	57	0	0
ASV1041	0	0	19	0	0	0	0	0	26	18	113	0	0	0	10	0	0	19	0	0	0	0	0	0	0	0	0	0	14	0	11	17	16	0	8	9	12	0	0	0	0	15	0	0	0	21	0	14	41	15	0	12	17
ASV1042	77	3	0	85	51	18	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	49	39	0	0	0	0	0	0	0	0	0	0	0	0	0	19	48	0	0	0	0	0	0	0	0	0	0	0	0	22	0
ASV1043	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1044	2	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1046	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	51	0	0	0	12	5	0	0	0	0	1	0	0	0	99	0	0	4	0	0	0	0	0	0	0	5	0	0
ASV1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	165	0	0	0	0	0	13	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1048	0	0	0	0	0	0	0	0	0	0	0	0	43	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0
ASV1049	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	74	118	71	0	0	0	0	0	0	0	0	0	0	0	0	9	95	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1050	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
ASV1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0
ASV1054	0	93	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	38	117	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0
ASV1055	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1056	145	0	0	0	0	0	0	0	0	0	0	40	0	0	0	12	0	0	0	26	0	0	54	62	0	0	0	0	24	0	9	0	6	0	7	0	0	0	0	26	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV1057	79	0	0	58	38	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	9	0	0	0	0	0	0	43	0	0	0	0	16	0	0	0	0	45	0	0	0	0	0
ASV1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1059	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1060	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1061	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	32	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	23	0	0
ASV1063	0	5	0	0	0	0	0	0	0	6	5	4	0	2	2	13	3	0	0	1	0	0	10	8	62	52	0	0	0	0	0	0	15	0	0	19	7	0	6	171	0	0	0	0	0	0	5	0	0	0	1	8	0
ASV1064	0	0	0	0	0	0	0	0	0	0	0	98	0	0	2	0	0	0	0	0	110	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	25	0	0	11	0	9	0
ASV1065	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1066	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0
ASV1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1068	0	0	0	0	0	0	25	9	0	0	0	0	17	25	0	0	0	0	0	0	0	0	23	12	43	12	0	0	0	0	70	0	0	0	0	0	6	0	0	13	0	0	99	0	0	2	3	21	0	0	18	0	0
ASV1069	0	0	17	0	0	0	0	0	0	0	0	0	0	63	0	0	4	0	7	0	0	0	0	0	55	22	0	0	0	0	0	0	0	0	5	0	0	117	0	77	0	0	0	30	0	0	0	0	0	0	0	0	0
ASV1070	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	39	26	0	0	6	0	0	0	0	0	0	1	2	0	1	44	0	0	0	0	0	39	89	0	0	0	0	0	0
ASV1071	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	29	45	17	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	21	15	0	0	0	0	0	0	60	0	3	14	0	0	0	60	0	0
ASV1072	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	6	0	0	0	0	32	20	38	23	89	8	0	0	24	7	27	0	0	0	0	0	10	0	8	49	0	3	9	0	0	12	6	8	4	0	1	0	0
ASV1073	0	0	4	0	0	0	0	0	0	0	0	0	55	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	30	0	0	59	85	0	0	0	0	0	0	0	22	0	0	0	0	11	0	0	15	0	0
ASV1074	6	0	0	6	30	0	0	0	0	0	0	0	0	0	17	21	0	9	0	0	0	0	41	68	0	31	0	0	15	0	0	0	0	20	0	0	0	0	16	0	0	0	16	0	0	48	12	0	0	0	36	0	0
ASV1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1076	12	19	0	41	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	20	98	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1077	33	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
ASV1078	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1079	17	0	10	33	24	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	22	30	29	23	0	0	9	67	9	0	0	23	0	0	0	4	11	24	0	7	0	17	8	0	0	0	0	0	0	0	0
ASV1080	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	10	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	18	0	0	0	0	0
ASV1081	0	0	0	0	0	0	79	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0
ASV1082	0	0	0	0	0	0	0	0	0	95	202	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	33	0	0
ASV1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0
ASV1084	18	0	20	5	0	2	0	23	11	0	0	18	31	0	0	16	0	4	0	0	0	0	18	13	0	0	0	0	8	12	0	0	15	8	0	0	0	0	7	51	0	0	28	0	9	9	25	0	0	0	27	0	0
ASV1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	23
ASV1086	24	0	0	0	0	0	0	12	0	0	0	33	9	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	23	54	0	0	0	0	0	0	43	0	0	0	0	105	0	31	0	0	13	0	0	20	0	0
ASV1087	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0
ASV1089	0	0	0	193	65	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1090	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0
ASV1091	13	0	19	23	32	5	4	49	0	0	0	3	0	0	32	15	0	0	15	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	32	0	0	0	0	31	16	17	20	0	0	0	0	0	0	15	4
ASV1092	6	0	0	0	0	0	0	0	0	0	0	11	28	25	9	11	0	0	0	4	0	0	53	30	0	0	0	0	0	109	41	0	3	10	0	0	0	0	15	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV1093	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1095	0	0	62	22	0	0	0	0	23	0	0	24	0	0	18	0	0	0	21	0	0	0	0	0	22	0	21	0	28	0	0	0	8	0	0	0	0	0	0	0	0	13	0	0	0	52	42	0	0	0	12	0	0
ASV1096	0	0	0	0	0	0	30	37	0	0	0	0	0	0	0	37	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	9	40	142	0	0	0	0	0	0	0	0
ASV1097	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	178	41	47	0	0	0	13	17	0	0	0	0	0	0	0	20	0	0	0	13	0	0	0	0	0	0	0	0	0	0
ASV1098	0	23	0	0	0	0	0	0	40	44	41	0	0	0	0	0	0	0	0	0	19	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	36	36	0	72	0	0	0	0
ASV1099	0	0	0	8	12	0	0	12	0	15	6	33	3	0	0	29	0	4	0	0	21	11	15	8	0	0	0	0	0	18	0	9	10	2	0	6	5	5	8	4	0	20	17	0	4	8	21	7	18	5	14	7	0
ASV1100	0	0	0	3	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	61	0	0	168	32	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	14	37	0	0	0	0	0	0	0	0
ASV1101	0	0	0	0	0	0	0	0	33	0	0	0	95	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1102	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	44	7	0	0	0	0	0	53	25	46	49	0	0	0	15	9	0	11	0	0	0	0	0	18	64	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV1103	0	0	3	0	0	0	0	0	0	0	0	0	0	0	21	52	62	66	0	0	0	0	0	0	0	2	0	0	0	0	0	0	38	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85
ASV1104	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
ASV1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	73	182	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	31	0	0	0	0	0
ASV1106	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	140	43	0	0	0	0	0	0	0	0
ASV1107	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	93	0	0	0	0	0	0
ASV1108	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	84	154	0	0	0	0	22	0	0	8	17	0	0	0	0	36	0	0	12	0	0	0	0	0	0	0	0	0	0
ASV1109	0	7	0	0	0	0	0	0	12	5	6	5	17	4	0	0	0	0	0	0	23	34	33	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	1	49	84	0	14	0	18	11	1
ASV1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	78	155	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	11
ASV1111	0	0	0	0	0	0	0	0	0	0	0	0	27	12	0	0	0	0	0	0	0	0	0	0	88	9	0	0	0	42	67	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	24	0	0	50	0	0
ASV1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	21	36	0	0	0	0	27	75	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1114	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	7	0	4	15	87	174	0	0	0	1	10	0	0	0	0	0	0	0	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1115	0	0	0	0	0	0	0	38	0	0	0	0	63	97	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	42	34	0	0	0	0	0	47	0	0
ASV1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
ASV1117	0	0	0	22	0	0	0	0	0	0	0	0	8	0	0	0	0	8	24	5	42	26	0	0	23	0	0	0	0	0	0	0	22	15	0	0	49	0	20	18	0	0	0	0	0	17	31	0	0	0	8	0	11
ASV1118	1	0	0	0	0	0	0	0	77	20	64	0	0	6	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	11	27	0	0	3	2	0	10	0	0	0	0	6	0	0	0	23	32	5	48	0	3	0	0
ASV1119	0	0	0	7	0	0	12	0	0	0	0	76	0	36	0	0	0	0	0	0	0	30	0	12	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	40	0	0	0	0	0	0	16	18	0	0
ASV1120	26	0	0	0	1	0	0	15	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	3	46	6	0	0	0	0	16	0	0	9	0	0	0	64	0	32	0	0	0	15	14	0	0	4	0	0	74	0	0
ASV1121	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	332	0	0	0	0	0	0	0	0	0	0
ASV1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1123	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	285	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1124	0	0	0	6	15	19	12	9	0	0	0	25	15	15	0	4	0	0	0	0	0	0	16	32	58	0	0	0	7	2	22	0	4	0	0	0	5	0	23	0	0	6	17	4	0	0	0	3	0	0	25	0	0
ASV1125	0	0	0	46	15	154	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1126	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	210	0	0	0	0	0	0	0	0
ASV1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0
ASV1128	40	0	5	7	0	0	3	0	0	0	0	0	4	6	0	3	0	0	2	0	0	0	0	43	13	51	0	0	0	9	16	0	0	6	0	4	8	30	9	46	0	0	19	8	0	1	3	0	0	0	6	0	0
ASV1129	36	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14	11	56	9	0	0	0	15	72	0	0	0	0	0	0	61	10	24	0	0	13	0	0	0	0	0	0	0	0	0	0
ASV1130	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	1	0	0	0	21	0	0	0	1	0	0	5	10	0	0	0	0	0	0
ASV1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	51	14	38	0	0	0	0	0	0	0	0	0	0	0	0	76	103	0	0	0	0	14	0	0	0	0	0	0	0	0
ASV1132	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1133	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	9	27	0	0	0	0	0	0	0	0	0	33	64	0	0	0	0	17	15	0	0	0	0	0	108	0	0	0	0	18	0	0	0	0	0
ASV1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1135	5	5	0	0	0	0	9	3	0	0	0	0	5	0	8	45	27	0	6	5	35	35	25	19	0	0	0	0	0	0	7	0	9	7	0	19	0	0	24	0	0	0	7	0	0	5	0	0	5	0	0	12	9
ASV1136	0	0	14	4	0	0	18	0	0	0	0	49	43	0	0	0	0	0	0	15	0	4	0	5	47	24	0	0	0	0	45	0	0	6	0	0	0	0	0	14	0	32	16	0	0	0	0	0	0	0	0	0	0
ASV1137	0	0	0	0	0	4	0	177	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	5	0	0	0	0	1	56	73	0	0	0	0	0	5	0	0
ASV1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1139	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1140	0	3	0	0	0	0	0	96	0	0	0	37	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	55	0	0	0	0	15	0	0	0
ASV1141	0	0	0	210	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1143	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0
ASV1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0
ASV1146	0	0	0	0	0	0	0	0	0	0	0	0	41	46	0	0	0	0	0	0	0	0	0	0	108	8	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	28	0	0
ASV1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1148	0	0	8	60	42	17	0	16	0	0	0	0	18	8	0	0	0	0	8	7	0	0	22	0	0	0	0	0	0	0	14	0	0	0	0	7	11	0	17	0	0	10	25	6	20	0	0	0	0	4	8	0	0
ASV1149	0	0	0	21	18	42	32	13	0	0	0	27	14	13	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	15	12	0	0	0	0	0	17	0	0
ASV1150	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV1151	9	0	0	6	91	0	0	56	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	17	18	0	0	0	0	0	0	33	0	0	0	0	0	33	28	0	0	10	0	0	0	0	0
ASV1152	1	0	0	0	0	0	0	75	80	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	33	20	51	45	0	0	7	3	0	0
ASV1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1154	1	0	0	11	10	14	0	158	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	48	31	0	0	6	0	0	8	0	0
ASV1155	0	0	0	144	84	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0
ASV1157	59	0	0	0	0	0	31	0	0	0	0	3	0	0	0	0	13	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	47	0	42	0	0	0	0	0	0	0	0
ASV1158	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	276	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
ASV1159	0	0	0	19	14	9	0	0	6	0	0	24	0	0	0	16	10	0	0	8	0	0	0	0	0	0	1	0	0	82	68	0	9	0	0	0	0	0	0	17	0	0	0	0	0	11	0	0	9	18	0	0	0
