ASV	SRR17243429	SRR17243431	SRR17243432	SRR17243436	SRR17243437	SRR17243439	SRR17243442	SRR17243446	SRR17243450	SRR17243451	SRR17243453	SRR17243455	SRR17243457	SRR17243461	SRR17243463	SRR17243473	SRR17243479	SRR17243480	SRR17243481	SRR17243486	SRR17243488	SRR17243489	SRR17243490	SRR17243491	SRR17243492	SRR17243493	SRR17243495	SRR17243496	SRR17243497	SRR17243509	SRR17243510	SRR17243513	SRR17243519	SRR17243522	SRR17243523	SRR17243524	SRR17243527	SRR17243531	SRR17243532	SRR17243535	SRR17243433	SRR17243537	SRR17243541	SRR17243435	SRR17243547	SRR17243441	SRR17243447	SRR17243553	SRR17243448	SRR17243555	SRR17243565	SRR17243449	SRR17243568	SRR17243581	SRR17243458	SRR17243592	SRR17243459	SRR17243594	SRR17243595	SRR17243460	SRR17243596	SRR17243597	SRR17243465	SRR17243599	SRR17243467	SRR17243602	SRR17243468	SRR17243603	SRR17243469	SRR17243608	SRR17243470	SRR17243610	SRR17243471	SRR17243475	SRR17243476	SRR17243498	SRR17243499	SRR17243502	SRR17243503	SRR17243504	SRR17243505	SRR17243506	SRR17243507	SRR17243508	SRR17243511	SRR17243512	SRR17243515	SRR17243518	SRR17243521	SRR17243525	SRR17243529	SRR17243530	SRR17243533	SRR17243536	SRR17243538	SRR17243539	SRR17243540	SRR17243542	SRR17243544	SRR17243548	SRR17243552	SRR17243554	SRR17243558	SRR17243562	SRR17243574	SRR17243575	SRR17243576	SRR17243579	SRR17243580	SRR17243582	SRR17243586	SRR17243589	SRR17243591	SRR17243593	SRR17243598	SRR17243607	SRR17243609	SRR17243612	SRR17243613	SRR17243430	SRR17243434	SRR17243438	SRR17243440	SRR17243443	SRR17243444	SRR17243445	SRR17243452	SRR17243454	SRR17243456	SRR17243462	SRR17243464	SRR17243466	SRR17243472	SRR17243474	SRR17243477	SRR17243478	SRR17243482	SRR17243483	SRR17243484	SRR17243485	SRR17243487	SRR17243494	SRR17243500	SRR17243501	SRR17243514	SRR17243516	SRR17243517	SRR17243520	SRR17243526	SRR17243528	SRR17243534	SRR17243543	SRR17243545	SRR17243546	SRR17243549	SRR17243550	SRR17243551	SRR17243556	SRR17243557	SRR17243559	SRR17243560	SRR17243561	SRR17243563	SRR17243564	SRR17243566	SRR17243567	SRR17243569	SRR17243570	SRR17243571	SRR17243572	SRR17243573	SRR17243577	SRR17243578	SRR17243583	SRR17243584	SRR17243585	SRR17243587	SRR17243588	SRR17243590	SRR17243600	SRR17243601	SRR17243604	SRR17243605	SRR17243606	SRR17243611	SRR17243614	SRR17243615
ASV0021	118	157	119	70	55	1052	160	62	120	238	13	70	104	408	172	275	35	32	399	366	19	512	17	681	755	59	1039	67	1240	174	34	51	49	103	110	79	234	38	58	312	67	1218	1625	50	68	28	101	87	24	55	146	44	78	1054	71	17	53	141	1691	181	163	1514	1003	484	388	42	13	61	25	158	187	0	40	45	3	236	30	545	4213	26	161	0	17	84	480	59	42	730	70	44	89	2461	819	66	636	80	373	1315	315	99	295	546	82	937	15	77	19	11	231	865	100	66	29	77	46	21	100	80	279	774	39	82	643	22	32	105	163	561	899	68	5910	26	126	39	142	0	113	38	110	323	677	404	129	118	182	129	38	75	2416	38	457	79	0	66	70	28	97	222	356	1159	16	342	26	119	3699	152	91	48	258	15	1403	181	53	495	319	476	94	38	89	37	371	135	115	26	105	45	41
ASV0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	417	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	22	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	130	160	52	45	17494	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	96	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	71	98	190	169	0	0	0	4	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	2	0	39272	369	86	0	0
ASV0023	347	20	0	7	23	33	0	0	3	0	11	64	33	26	0	0	230	15	54	50	0	51	0	264	644	260	1229	778	900	26	27	1171	32	48	41	52	85	13	20	69	83	34	66	16	161	9	0	140	6	27	296	33	451	19	29	50	17	0	0	0	3	0	33	26	41	6149	20	62	0	116	17	149	10	23	0	1256	584	143	27	64	0	7	6	3	199	81	153	52	229	15	374	4	78	26	85	171	425	51	67	170	536	18	290	46	14	157	0	173	865	78	405	246	89	155	26	2100	47	86	304	9	55	6	14	197	0	0	0	25	106	70	33	89	0	9	17	0	0	24	13	131	12	17880	25	0	0	30	27	46	2227	374	20	306	34	3954	108	220	745	234	450	198	322	14	135	9	6	29	75	170	105	90	48	1175	578	120	153	85	20	253	1	20	274	103	20	70	74	18	197
ASV0024	1295	41	14	0	3	155	64	0	110	5	7	32	13	143	36	6	20	21	63	133	0	4	24	0	0	28	37	155	72	34	95	1227	13	19	23	62	19	24	20	76	17	4	12	16	50	8	0	33	0	19	1210	395	123	18	5	28	688	2	26	30	0	0	23	6	11	925	33	25	0	32	0	6	46	20	0	183	3938	624	41	2888	815	2723	0	41	99	111	454	78	116	95	32	11	39	0	107	208	25	22	29	50	1269	34	189	3588	32	108	2	68	9	43	641	40	18	121	18	3417	30	64	88	49	7	15	0	2604	0	0	11	323	46	178	147	14	0	3	3	0	18	20	82	46	15	74	169	7	16	9	75	5	326	23	68	472	0	2175	164	221	132	70	118	57	701	14	319	52	33	27	11	5	18	10	103	13	902	152	277	274	16	19	0	18	186	73	4	246	51	1730	12
ASV0025	25	115	0	0	0	129	0	0	0	0	0	0	0	4	4	0	3	0	0	0	0	0	0	3	0	6	6	45	43	0	0	26	0	0	0	7	203	0	0	135	82	16	13	322	0	52	0	2	0	73	0	69	102	1	0	0	0	0	0	0	0	0	0	2	4	70	0	293	0	156	0	450	0	0	7	132	0	0	0	0	0	0	0	2	0	248	6	4	7	0	0	0	16	0	41	146	14	11	34	244	75	0	122	0	56	164	57	0	0	50	108	1536	0	0	0	4719	100	172	0	0	117	0	0	0	0	0	0	0	0	0	63	0	0	0	0	45	0	0	0	0	2	226	0	0	0	0	49	4	0	0	0	23	0	2272	99	272	7367	51	5299	0	66	85	101	0	0	327	120	8	0	131	53	9594	118	47	4920	647	91	13	0	0	86	0	79	201	151	0	4
ASV0026	27	22	33	180	32	39	18	81	34	39	25	113	71	24	82	51	21	2264	43	49	29	0	0	15	607	36	1351	80	97	238	11	291	124	549	107	41	80	88	71	2358	6	28	211	7	15	5	7	39	4746	38	308	92	21	675	92	77	78	26	322	0	244	193	148	125	26	324	14	51	77	2751	161	0	30	48	0	124	136	186	5	815	17	28	58	150	22	38	1033	1802	87	390	7	39	213	348	15	25	158	399	17	48	152	1238	74	378	0	836	4	67	26	29	14	117	34	394	0	48	95	379	375	556	8	16	19	41	0	79	83	60	97	289	51	48	14	128	70	0	25	33	55	54	70	104	108	9	70	324	90	36	52	170	998	4	0	25	65	78	158	71	728	26	97	150	202	50	562	44	28	27	49	6	2	16	529	6	203	0	101	33	0	5	237	257	22	63	25	224	91
ASV0027	192	3	0	0	2	7	0	0	0	0	0	0	302	44	0	4	9	0	0	10	0	59	0	0	0	9	0	9	23	9	0	8	0	5	5	5	19	0	0	2	11	5	0	4	0	0	0	103	0	7	811	0	25	5	458	9	85	3	8	50	0	0	55	0	7	0	0	0	57	5	6	0	9	5	0	75	4	58	0	29	17	14	0	17	0	7	8	113	81	0	0	0	0	11	1	14	23	6	6	13	701	0	36	7	0	0	0	83	0	3	12	776	0	0	5	43	0	20	10	11	0	0	0	0	0	0	0	0	169	311	17	0	2	0	10	0	0	0	0	2	0	0	7	0	0	0	46	8	6	41	0	0	0	425	0	18	0	35	270	0	45	8	207	15	9	0	3	0	0	0	0	0	498	56	33	7	18	25364	0	0	14	4	24	4	2	4	0
ASV0028	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	8	7	0	0	0	12	0	0	0	10	0	17	0	0	0	0	0	0	0	0	0	0	0	7	0	4	26602	1007	0	3	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	891	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	5	0	4	242	0	7	4	0	0	0	17	0	0	0	0	0	0	0	0	416	16	16	574	0	0	0	0	0	0	0	0	0
ASV0029	0	0	0	103	49	94	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	3	0	7	0	0	113	71	4	248	0	0	125	0	59	83	14	0	12	0	0	78	0	0	271	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	92	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	3	0	0	496	0	0	0	0	0	0	14504	189	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	108	0	0	0	0	0	0	7	12	0	6	2	0	0	0	488	8798	0	0	0	0	0	0	0	200	3	0	0	11	0	0	0	0	0	0	0	0
ASV0030	61	137	5	0	19	0	0	0	33	0	0	212	27	74	223	0	73	25	95	198	38	155	66	67	1131	60	19	74	97	6	21	240	28	41	41	42	58	0	12	98	6	8	10	7	127	23	0	752	9	29	79	250	22	25	31	56	6	0	29	11	15	5	26	134	22	635	3	15	0	23	0	30	15	0	0	121	9153	156	359	682	191	0	0	23	67	16	55	62	73	6	88	0	11	0	6	35	29	6	29	0	382	37	418	9	4	122	0	523	528	24	5	31	11	18	0	426	25	28	66	17	67	93	10	334	0	10	0	132	13	113	0	23	4	0	14	0	22	13	44	146	6	353	97	0	64	30	62	23	173	1454	51	0	0	57	24	8	206	293	31	70	51	7	16	13	52	41	75	16	5	0	2	248	384	38	10	42	9	1274	0	10	0	8	5	15	0	123	15
ASV0031	3	1	5	0	1	1	10	45	15	0	0	4	8	35	4	319	71	3	11	9	0	6	25	42	0	16	16	72	16	258	295	201	201	28	52	67	42	435	4	125	0	0	0	0	6	0	129	28	29	63	78	16	0	13	9	1	15	8	36	32	0	20	441	0	123	9	177	5	121	478	126	821	191	0	307	26	0	374	126	254	164	0	0	6	219	268	181	171	73	0	28	9	3	15	41	5	20	2	1	6	46	66	23	26	14	1905	33	349	11	0	0	24	8	0	0	422	98	221	6	10	0	0	0	3	0	120	0	0	10	0	95	444	116	23	0	1362	0	0	0	4	0	0	3	3	0	15	420	0	87	5	11	0	371	31	8241	1403	242	133	185	52	20	0	9	4	13	5	31	38	23	16	14	293	20	0	1	0	0	0	0	447	119	40	43	432	83	0	9
ASV0032	503	31	228	5	4	0	19	11	27	0	0	0	8	34	36	9	5	0	8	11	14	27	8	28	6	16	36	30	61	22	18	104	39	22	12	10	53	41	116	67	38	137	167	9	17	5	0	199	24	68	659	0	158	18	0	41	0	9	0	0	11	43	17	77	21	19	14	50	29	532	0	41	10	72	7	482	50	5	3	105	18	1	36	19	34	64	31	17	285	0	32	0	69	23	99	246	258	113	114	215	172	15	1112	71	80	140	0	220	32	20	53	70	10	784	66	4072	63	285	52	20	38	0	4	3	54	21	8	3	26	105	12	447	0	7	28	80	21	11	11	13	15	213	7	8	0	0	3	6	56	57	75	49	19	4936	52	343	184	227	634	78	138	22	87	14	14	59	67	20	39	16	6	21	167	369	1161	123	44	1401	5	38	228	13	92	103	52	5	27
ASV0033	0	16	5	0	0	0	0	0	0	0	0	0	0	3	0	0	311	0	0	0	0	0	0	152	110	304	140	600	381	9	0	18	9	6	9	0	0	4	12	0	23	0	0	0	4	97	0	5	0	3	0	0	0	11	0	0	0	0	0	2	4	0	0	1	0	17	0	0	0	0	0	0	0	0	0	13627	75	91	0	488	69	0	8	0	0	0	5	0	38	0	5	0	6	0	6	0	0	0	0	0	371	16	19	22	0	0	0	5	0	2292	28	0	3	30	0	0	8	0	31	7	0	0	0	3351	0	0	0	93	0	97	1	28	0	0	0	0	0	4	3	0	0	54	70	0	0	0	3	3	25	223	4	0	0	0	0	0	3	3	2	246	4	8	19	3	1	1	0	121	2	0	3	0	963	9	29	16	11	0	0	0	2	2	0	1	4	83	119
ASV0034	266	0	0	0	0	0	0	0	0	0	0	0	65	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17240	0	0	0	0	0	0	0	0	0	184	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	5387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0035	440	266	75	0	0	5	0	0	0	0	0	21	15	440	7	0	0	0	71	0	0	12	0	12	5	12	48	10	40	11	7	10	41	77	19	27	26	0	10	202	26	18	90	1	13	51	0	5	0	0	925	20	876	23	9	7	0	0	0	71	27	7	1	15	0	0	13	8	0	0	0	407	5	0	11	209	229	372	36	5563	84	766	0	18	20	29	67	22	169	0	24	14	8	0	48	77	28	22	73	119	162	14	11	26	7	12	1	9	0	2	64	35	0	9	212	10	55	0	92	23	5	200	18	1535	0	0	0	234	0	30	43	18	2	0	0	0	0	0	0	19	19	10	243	0	0	7	143	21	61	0	147	4201	0	58	44	23	10	176	203	18	56	12	45	19	25	128	203	0	57	264	10	7	97	26	207	24	0	23	9	10	207	420	0	0	200	553	0
ASV0036	3197	18	0	0	0	0	0	0	67	0	0	0	0	140	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	5	50	0	8	0	5	0	0	0	0	0	4983	3	12	0	0	0	0	0	0	0	0	0	0	0	8	30	0	0	0	0	0	27	0	0	0	0	42	64	0	7372	0	0	0	34	5	0	0	0	0	0	17	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	0	10	30	72	0	0	0	354	0	0	6	38	11	0	2	2353	0	0	0	83	0	24	51	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	29	0	0	0	0	45	0	8	4	0	180	0	0	0	980	37	26	18	0	6	0	1246	0	5	0	33	1332	7	0	49	0	0	5	0	0	10	3	49	5
ASV0037	0	108	45	28	44	21	0	25	0	0	0	0	54	0	0	5	19	0	0	0	0	0	0	22	0	19	1826	30	39	19	0	0	0	14	38	2	216	8101	342	0	0	0	0	18	11	10	0	12	0	0	0	11	0	0	0	880	0	0	0	21	0	0	0	0	0	0	0	0	0	12	0	0	287	0	11	0	0	0	0	0	0	0	43	0	0	19	0	0	26	0	5	0	291	0	0	0	39	72	16	0	765	0	0	0	9	21	0	12	6	26	15	0	42	284	14	5	6	13	1245	31	30	3605	35	0	0	0	0	0	0	0	0	0	321	0	0	7	0	0	0	55	0	0	0	0	0	0	0	0	166	0	290	5	0	0	0	0	0	43	27	0	0	0	14	0	147	180	0	20	0	0	55	0	123	0	20	0	16	0	0	0	0	0	0	13	774	0	22
ASV0038	1708	32	0	0	0	0	0	19	0	0	0	0	0	207	0	12	6	0	7	0	0	0	0	13	0	1	83	46	10	0	0	12	15	74	9	10	11	1	3	15	6	0	9	0	3	5	0	0	0	23	3564	0	323	0	0	2	0	0	0	0	0	0	6	8	0	19	10	0	525	197	5	393	9	10	0	3	100	121	0	4056	23	31	0	76	318	80	225	12	6	0	100	0	8	1	5	12	9	0	13	0	0	0	10	45	20	1389	15	0	1	8	12	53	6	11	0	319	5	79	9	36	4	7	0	3153	0	0	0	92	0	80	44	11	7	6	25	0	0	0	0	12	7	0	79	0	0	8	106	7	99	0	0	14	0	301	192	26	17	128	39	9	35	0	222	48	42	12	5	1	7	366	0	15	0	577	110	2	8	45	0	22	26	7	0	42	8	90	4
ASV0039	4	13	0	1	0	2	461	351	0	7	0	0	24	0	2	2	35	5	0	17	0	0	0	118	155	182	6942	354	264	0	0	22	9	124	9	6	13	11	8	13	7	0	0	6	40	0	1902	0	0	173	6	13	71	3	18	6	75	0	0	15	0	0	0	28	0	190	7	6	13	2	0	0	0	916	17	492	0	70	0	185	0	6	4	4	12	10	4	3	39	0	35	0	14	7	5	0	0	6	12	5	96	6	54	174	0	0	0	0	4	0	64	0	78	6	0	39	0	170	2610	0	6	0	0	7	0	6	0	4	24	21	2	75	5	7	168	233	20	26	5	35	0	26	10	0	16	0	2	267	8	0	14	0	0	22	3	6	4	0	471	141	11	15	486	1	0	5	0	68	3	25	0	3	213	71	264	8	109	79	0	0	0	119	0	5	3	0	21
ASV0040	205	30	96	19	863	68	29	2598	30	11	0	284	163	0	0	101	18	310	41	0	0	22	0	0	37	16	210	0	111	18	11	0	49	29	12	0	0	390	51	0	69	324	162	29	0	54	48	40	83	0	280	54	225	0	13	154	0	126	15	0	24	128	40	28	0	34	0	0	16	34	18	0	241	25	0	154	38	65	23	24	12	0	152	0	50	93	52	18	0	16	21	0	619	20	0	15	556	33	19	23	0	48	49	281	161	56	0	0	24	85	63	16	0	164	22	6	33	0	207	60	529	292	130	440	51	96	0	19	46	0	6	0	106	26	332	0	0	0	22	276	49	444	51	5	0	0	30	0	0	322	85	57	0	11	0	0	183	89	78	22	322	414	0	0	114	147	953	38	622	0	0	49	0	88	298	32	42	0	12	33	43	101	119	0	343	23	192
ASV0041	8231	0	0	0	1	0	4	0	0	5	10	2	4	114	0	1	0	71	0	3	0	0	0	0	0	5	30	0	19	12	4	22	38	16	45	22	26	12	41	0	0	1	78	0	56	0	7	4	8	87	185	134	5	2	74	19	0	0	9	0	64	90	86	74	46	0	0	92	115	2	2	0	0	1	8	0	19	21	0	191	0	0	0	112	0	0	52	26	28	0	0	0	39	7	0	7	5	13	2	0	4	56	71	340	0	0	0	6	1	1	0	0	0	58	49	7	182	3	0	135	0	3	0	200	0	4	14	22	0	70	64	5	2	0	5	65	0	6	5	4	1	0	8	0	0	11	14	13	12	0	15	3	0	3	158	0	7	9	7	0	127	2	7	104	65	7	0	0	1	0	0	0	4	0	17	0	6	0	6	4789	92	61	0	9	0	35	3
ASV0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	28	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	42	0	0	3	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	300	25	11	87	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7174	16	98	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	8155	33	285	102	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	324	0	20	191	47	0	0
ASV0043	3	0	0	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	1	2	0	0	8	0	0	0	0	0	0	0	0	0	3	0	66	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7513	0	0	0	30	3	3	0	9	0	0	0	7	0	0	0	0	0	0	15	0	0	0	0	0	11	0	0	0	0	0	0	0	12	16	17	0	0	0	0	2	1	10	0	0	0	0	0	7	0	0	0	348	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	0	3	8	2	16	0	0	8407	2	13	0	11	41	0	1	0	0	0	0	0	0	0	0	0	1
ASV0044	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	692	0	0	0	0	0	0	590	316	460	138	2104	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	995	0	0	0	0	0	0	0	2226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	3785	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94
ASV0045	643	10	0	0	0	0	0	0	0	0	0	66	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	11	0	0	0	7	0	0	5	0	9	0	18	0	82	322	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12837	0	0	0	0	0	0	132	22	408	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	3	0	181	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	235	321	0	136	0	0	7	0	5	0	0	6	0	0	0	0	0	39	199	0	254	0	0	0	104	0	0	0	0	0
ASV0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	128	5038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	124	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV0047	0	6	0	0	0	0	169	0	0	1	0	0	9	0	0	6	8	0	0	0	0	0	0	4	0	10	0	2	12	0	0	0	10	5	1	0	4	0	0	42	0	13	24	0	0	3	155	0	0	0	0	0	0	0	19	0	19	0	0	38	0	0	0	6	0	0	0	4	0	27	0	0	0	10	0	52	12	107	0	36	0	0	1	1	0	0	7	3	14	0	0	0	0	0	90	201	26	15	52	66	14	0	0	0	0	1	0	0	0	116	4	0	0	0	10	6504	28	73	2	0	0	2	0	469	1	1	0	3	11	0	0	0	2	0	1	0	0	2	0	0	0	1	10	0	0	3	0	0	0	0	0	92	0	5783	23	190	67	0	45	1	4	0	97	0	0	0	0	0	28	0	0	0	7	16	5	0	0	0	0	0	174	164	12	167	53	9	29
ASV0048	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	1	6	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	15	0	103	27	0	0	0	0	27	3	0	31	0	0	2	5	0	2	3	0	0	0	6	2	133	0	1	0	2	0	81	0	0	0	0	0	0	0	3	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	2	91	126	977	21	8108	69	29	0	0	0	0	0	0	28	0	0	0	0	0	0	0	72	9	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	44	49	44	29	0	3	0	0	0	0	0	0	0	0	0	33	0	0	1	28	0	0	0	0	0	0	96	7	2	4599	58	10	0	0
ASV0049	3	0	0	0	0	0	0	0	0	7	512	0	0	5	0	0	108	325	6	20	6	0	0	73	66	76	30	95	104	0	1	5	0	0	4	2	0	0	11	66	0	0	0	0	0	0	1	0	217	0	3	6	1	0	0	0	0	4	0	0	13	0	83	0	0	15	0	0	0	0	12	0	0	7	3	186	0	0	0	3	10	23	5716	17	1	0	28	6	7	90	0	0	7	43	0	0	0	4	0	0	0	0	0	0	0	6	0	0	18	0	0	7	0	0	0	0	0	2	0	146	0	0	0	0	0	10	0	0	0	21	6	3	0	83	11	1	33	12	336	13	8	573	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	12	109	0	17	61	0	0	0	0	0	0	0	0	0	5	150	0	0	4	7	1	6	0	4395
ASV0050	149	8	3	219	0	7	0	0	0	0	0	0	22	3	36	0	0	64	4	35	0	6	0	0	1586	5	0	0	19	126	9	2	0	4	0	1	25	5	2	252	18	162	864	0	0	0	185	17	37	14	17	0	8	152	0	4	0	32	233	0	47	250	3	28	0	0	0	27	0	5	205	20	6	23	17	0	9	30	176	466	8	0	0	27	41	25	3	0	78	35	0	3	12	49	14	12	21	140	23	40	194	179	0	1616	14	2021	10	17	202	0	24	0	8	0	6	6	64	14	11	0	69	12	7	8	0	26	7	18	12	17	0	4	4	8	113	350	0	2	11	23	0	0	9	0	39	53	13	1	4	7	116	18	0	36	98	22	26	24	292	0	0	31	144	34	0	19	0	11	134	15	13	85	321	52	765	17	44	0	0	21	218	27	26	0	9	86	0
ASV0051	12	0	2367	85	225	0	2	0	0	1	0	0	823	12	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	1	2	0	8	44	253	9	1140	0	41	0	0	0	10	7	0	0	0	0	0	0	5	0	0	2	54	0	20	0	0	0	0	5	19	5	0	0	0	84	0	21	52	0	1749	19	0	0	17	101	286	6	41	0	0	14	8	98	0	35	0	0	1	0	0	4	152	8	731	429	168	9	0	1	3	171	104	3	4	0	0	0	0	2	0	0	0	0	0	7	0	245	7	0	17	18	0	4	0	1699	28	6	52	0	8	19	41	0	2	0	0	9	186	0	10	0	4	6	11	8	820	0	0	20	0	10	0	0	0	16	33	0	0	0	0	11	1041	0	0	0	13	1	109	1	3	2	0	0	5	4	19	49	0	1	16	0	0	24	0
ASV0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0053	0	103	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	10	8	14	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	1199	0	7	0	0	0	0	0	0	0	0	0	0	0	0	51	11971	0	0	0	0	0	0	0	0	0	0	55	83	66	54	0	0	0	0	0	0	0	0	0	0
