ASV	SRR14277122	SRR14277130	SRR14277133	SRR14277136	SRR14277138	SRR14277139	SRR14277140	SRR14277146	SRR14277147	SRR14277148	SRR14277149	SRR14277158	SRR14277162	SRR14277165	SRR14277166	SRR14277167	SRR14277181	SRR14277182	SRR14277190	SRR14277196	SRR14277197	SRR14277198	SRR14277203	SRR14277209	SRR14277211	SRR14277212	SRR14277214	SRR14277217	SRR14277118	SRR14277119	SRR14277120	SRR14277121	SRR14277124	SRR14277126	SRR14277127	SRR14277128	SRR14277134	SRR14277135	SRR14277137	SRR14277141	SRR14277143	SRR14277145	SRR14277150	SRR14277153	SRR14277154	SRR14277156	SRR14277160	SRR14277170	SRR14277171	SRR14277172	SRR14277173	SRR14277174	SRR14277180	SRR14277187	SRR14277188	SRR14277189	SRR14277191	SRR14277194	SRR14277202	SRR14277204	SRR14277206	SRR14277207	SRR14277210	SRR14277213	SRR14277215	SRR14277216	SRR14277123	SRR14277125	SRR14277129	SRR14277131	SRR14277132	SRR14277142	SRR14277144	SRR14277151	SRR14277152	SRR14277155	SRR14277157	SRR14277159	SRR14277161	SRR14277163	SRR14277164	SRR14277168	SRR14277169	SRR14277175	SRR14277176	SRR14277177	SRR14277178	SRR14277179	SRR14277183	SRR14277184	SRR14277185	SRR14277186	SRR14277192	SRR14277193	SRR14277195	SRR14277199	SRR14277200	SRR14277201	SRR14277205	SRR14277208	SRR14277218	SRR14277219
ASV0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335	3859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0042	179	0	22	0	73	0	265	0	0	0	3	0	5	16	50	60	22	3	203	0	0	0	8	0	0	12	11	0	30	47	71	46	16	887	390	32	38	55	16	79	35	74	0	14	5	30	0	33	26	0	73	59	160	0	20	48	323	0	29	0	14	0	0	8	0	0	104	10	3	43	120	33	146	13	54	19	0	0	6	11	16	0	0	49	19	36	37	1328	0	24	27	91	42	295	45	0	33	6	19	0	0	0
ASV0043	0	0	0	62	84	0	78	0	0	0	0	78	0	282	0	77	0	95	105	248	849	49	0	0	0	0	0	0	0	0	0	27	0	234	100	28	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	290	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	110	108	94	511	86	0	155	81	112	95	0	1076	0	0	0	167	0	0	0
ASV0044	10	0	32	3	8	0	0	0	0	0	0	211	0	0	8	0	0	0	1	0	0	0	207	22	12	0	17	0	143	34	25	73	54	20	0	0	133	0	0	12	21	37	0	4	6	2	0	68	142	0	0	0	156	15	12	6	0	0	38	1059	6	0	256	2	181	85	8	51	0	3	23	4	2	10	0	7	98	0	0	34	0	0	0	0	0	29	7	90	65	0	0	27	4	81	10	21	23	231	1878	30	0	0
ASV0045	70	0	47	51	18	0	0	4	0	15	13	23	0	18	41	0	0	21	0	0	0	0	0	11	13	5	26	0	85	294	358	443	514	35	159	19	155	0	2	221	11	5	4	8	18	11	0	38	30	0	47	4	42	489	0	77	24	14	16	0	7	0	54	0	0	0	70	119	21	4	30	21	173	0	0	0	23	0	29	0	0	1	10	554	205	131	166	25	11	78	71	165	0	0	28	77	36	0	192	22	18	0
ASV0046	2	0	0	0	0	10	0	0	0	5	0	8	24	0	0	39	0	0	336	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	22	0	0	0	0	0	0	15	0	0	0	1326	0	7	0	15	0	0	0	8	0	0	0	29	33	0	0	0	0	0	0	0	0	0	0	0	14	0	29	0	0	2196	12	0	0	0	0	0	0	0	0	38	26	0	0	47	929	3	64	0	0	0	0	0	74	371	0	0
ASV0047	75	26	29	84	0	19	0	0	0	3	0	10	17	0	0	0	0	28	89	16	0	300	5	34	23	30	0	0	74	10	61	110	0	191	258	152	81	49	25	610	49	12	0	6	0	0	3	23	0	5	22	32	13	18	113	126	47	0	4	0	0	0	0	0	48	19	37	25	28	37	68	46	0	16	27	0	19	0	0	65	14	0	0	121	115	15	27	16	16	253	813	56	45	394	39	23	55	2	112	0	11	86
ASV0048	129	0	7	0	0	0	151	4	0	0	0	0	0	0	24	33	0	0	174	0	6	54	0	0	0	0	42	0	32	40	646	150	24	28	20	13	0	0	0	189	50	388	9	0	0	4	0	64	59	0	0	12	11	0	146	283	178	0	528	0	0	0	8	52	0	0	120	31	0	0	29	14	1056	2	31	0	9	0	23	14	0	0	0	108	163	0	0	23	0	0	0	29	11	0	0	0	0	7	0	75	47	18
ASV0049	3552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	2286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
ASV0051	0	0	0	0	0	0	127	0	0	0	0	56	0	0	0	0	0	0	0	46	209	0	222	139	0	222	262	0	279	93	0	0	90	0	69	0	0	0	0	0	0	0	0	0	0	0	87	0	29	0	0	0	0	0	79	115	0	98	0	524	505	180	87	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	263	75	0	76	0	91	28	0	0	0	0	0	0	107	0	0	311	42	320	0	0
ASV0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	4425	0	0	0	0	0	0	0	0	0	0
ASV0053	0	0	0	0	17	49	0	0	0	0	0	132	0	90	0	0	6	0	34	268	409	0	0	4	48	35	12	0	38	83	23	0	0	0	0	0	0	74	0	0	0	95	0	8	22	0	0	34	0	43	0	6	0	58	49	185	19	0	15	0	19	2	12	29	6	10	2	0	9	6	9	0	1465	0	0	21	99	0	0	0	27	0	12	233	65	23	22	28	0	94	91	90	93	8	602	27	41	0	23	0	0	0
ASV0054	0	0	0	0	0	31	0	0	0	0	0	0	0	465	0	24	0	0	0	0	28	2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	130	0	0	72	944	2	0	0	0	0	0	0	0	70	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	97	0	0	111	0	0	47	0	0	0	19	0	0	0
ASV0055	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	49	0	0	0	8	27	295	75	0	0	0	0	0	0	0	10	0	0	0	0	0	0	176	20	0	0	0	56	12	38	50	0	16	0	133	0	46	264	99	0	16	0	56	6	117	0	60	73	0	0	0	94	966	1410	38	0	0	45	0	14	0	0	0	0	0	0	0	0	0	482	0	12	27	20	72	0	0	0	0	0	0	10	0	0
ASV0056	15	0	0	17	80	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	97	0	0	0	0	4	0	4	122	19	6	2212	1653	0	0	0	12	154	0	6	0	0	0	0	4	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	62	0	0	2	16	0	0	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	91	0	0	0	57	0	9	0	0
ASV0057	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	3	19	0	383	84	0	6	20	27	0	14	0	287	148	138	89	42	0	0	0	17	0	9	297	0	0	0	0	2	0	0	266	357	0	0	0	0	35	10	0	0	0	0	6	19	2	25	0	7	0	0	19	0	13	96	251	50	0	0	0	0	0	0	0	31	9	9	86	38	74	246	0	0	246	378	67	10	0	220	86	28	10	178	13	0	0
ASV0058	4	0	0	18	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	1496	0	0	0	0	0	0	0	1	2	42	16	3	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2171	0	0	0	0	0	0	51
ASV0059	46	0	0	0	0	0	62	3	0	6	0	0	0	29	0	0	0	0	37	0	0	2	11	0	0	16	6	0	58	40	609	435	0	3	0	0	7	0	0	0	0	324	4	0	2	0	0	0	0	0	123	240	0	0	0	45	0	0	735	0	0	0	0	38	0	0	7	0	0	0	0	0	1275	16	58	1	0	11	0	0	0	0	0	35	0	4	1	4	0	0	44	7	0	0	0	0	0	25	0	34	0	0
ASV0060	7	0	23	92	11	0	0	0	0	0	11	25	0	0	52	0	3	27	12	16	12	12	1	4	6	0	0	0	14	70	48	32	177	57	273	0	5	20	8	668	0	0	0	0	0	8	6	21	76	0	0	0	0	383	0	91	35	19	33	0	0	0	22	0	8	5	33	114	0	0	42	0	50	0	13	17	8	31	0	28	0	0	0	270	97	83	66	3	12	144	544	116	15	41	0	0	0	0	114	11	44	27
ASV0061	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1279	930	0	79	25	0	0	0	0	0	0	0	39	172	37	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	50	0	0	0	0	0	435	0	0	0	0	0	22	0	408	31	58	0	0	0	26	86	0	34	0	45	38	0	0	89	0	124	138	0	0	0	0	0	51	0	0	0	0	0
ASV0062	0	54	0	104	0	0	1090	0	0	0	0	0	0	0	0	11	0	0	0	55	168	0	1	0	0	0	0	0	4	41	537	551	62	0	1	0	0	39	15	758	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0	10	48	0	0	0	147	0	0	0	0	0	10	0	0	0	0	0	43	24	56	0	0	0	0	47	0	0	50	301	0	0	0	0	4	0	0
ASV0063	56	2	0	253	76	0	112	0	0	0	0	0	0	12	0	4	8	17	84	0	8	0	4	0	0	0	0	0	30	37	50	36	13	165	107	0	156	359	32	21	0	62	0	0	0	0	0	0	0	0	0	4	70	11	2	156	81	11	83	1	0	0	0	0	0	0	22	15	12	23	53	251	160	0	0	15	0	0	0	0	0	0	6	73	95	26	4	168	0	62	161	0	5	66	24	296	356	0	76	0	0	0
ASV0064	60	6	19	59	146	3	41	4	0	0	0	0	0	0	0	103	8	31	46	15	69	126	9	0	0	0	29	22	105	31	35	63	3	183	69	0	60	69	48	153	0	3	0	0	0	0	0	55	21	0	0	29	16	18	88	112	10	0	80	0	0	0	0	32	21	7	35	31	11	41	34	0	67	36	20	0	27	0	0	0	16	0	1	60	179	19	40	44	0	207	571	41	31	278	53	43	0	0	0	0	0	0
ASV0065	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	7	9	3482	0	17	0	0	0	0	0	0	0	0	0	0	17	0	0	21	0	0	35	0	0	0	29	0	0	0	18	0	4	0	17	9	0	7	0	0	0	121	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	13	57	0	0	16	0	0	0	0	0	0	0	0	0	0	37	0	0	0
ASV0066	6	0	0	183	6	0	0	0	0	0	0	0	0	0	323	0	0	0	0	1177	360	0	0	0	0	20	17	0	59	8	86	174	2	28	446	0	28	0	3	0	0	0	0	0	0	0	41	12	29	0	0	0	18	0	7	10	0	10	0	0	0	0	38	0	0	0	18	20	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	3	0	32	123	0	7	0	416	18	55	0	0	10	0	0
ASV0067	19	5	0	47	8	141	0	0	0	13	0	0	0	0	122	24	0	0	0	1336	162	0	0	0	0	0	0	0	33	47	129	110	0	2	426	0	1	86	4	0	0	0	0	0	0	0	3	47	42	0	0	8	0	0	16	29	6	0	12	0	0	2	54	0	0	0	13	0	0	27	112	0	0	0	0	0	0	9	47	0	0	0	0	0	38	0	4	0	0	22	79	0	0	30	274	0	82	0	0	0	0	0
ASV0068	21	0	0	22	53	0	0	0	0	0	0	175	23	25	0	0	0	0	0	0	0	0	0	22	177	24	27	0	433	382	31	65	173	0	0	0	0	0	39	0	118	108	0	36	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	46	0	352	496	0	201	0	0	0	0	184	17	50	0	0	0	0	45	0	19	34	28	0	30	0	0	0	16	57	0	0	0	0	0	0	23	0	0	0	0
ASV0069	0	2	0	9	0	0	16	1	0	0	4	0	0	0	0	0	2	0	0	0	21	0	19	0	0	0	0	0	0	0	9	0	0	0	12	44	0	49	0	36	55	0	7	0	0	0	0	154	111	0	0	0	0	553	57	434	5	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	4	38	11	0	0	0	0	0	23	6	9	2	0	14	0	2	1847	0	0	0	22	0	4	0	0	0	0
ASV0070	0	0	0	0	289	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	2457	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0071	18	0	11	47	0	32	0	0	0	0	25	4	0	10	41	0	0	11	7	16	0	0	0	5	16	0	0	0	29	85	12	28	200	0	21	74	11	0	0	425	0	29	0	3	0	12	1	17	27	9	16	11	12	402	0	18	70	0	11	0	0	2	73	38	6	2	14	128	0	7	12	0	8	3	21	9	23	22	24	13	0	3	0	169	120	88	115	5	0	115	113	52	0	6	16	1	0	0	46	0	0	383
ASV0072	0	0	2	0	0	443	4	18	0	9	4	170	28	22	145	0	0	0	0	0	8	0	24	0	109	82	23	39	0	0	0	0	0	11	2	249	0	0	0	0	3	0	21	0	24	36	21	0	0	16	0	0	0	0	0	13	0	65	131	0	24	0	24	37	0	0	0	0	0	0	0	0	188	0	43	49	38	0	69	22	10	0	0	13	0	0	0	0	0	0	0	6	0	0	15	226	313	1	2	21	3	395
ASV0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2838	0	0	0	0	0	0	0	0	0	0
ASV0074	8	0	0	0	113	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	63	0	0	0	0	0	3	0	110	57	0	1498	1112	5	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	40	54	0	0	0	0	0	0	0	42	0	0	0	0
ASV0075	4	0	0	125	0	0	5	0	0	0	0	0	10	0	34	0	0	0	0	668	232	0	0	0	12	0	6	0	130	83	213	154	0	55	355	0	0	53	1	0	0	0	11	0	0	0	0	42	83	0	0	17	0	6	0	35	28	0	3	0	5	2	61	4	0	0	10	0	0	7	42	0	0	0	0	0	0	15	0	0	13	1	0	5	34	4	9	0	0	0	99	7	0	22	347	0	21	0	0	0	8	0
ASV0076	23	0	2	0	0	0	0	4	2	0	0	6	13	0	0	0	0	9	0	0	0	0	185	84	0	118	160	0	139	58	5	0	30	0	6	0	0	0	2	0	0	3	38	2	18	18	55	4	20	7	4	5	14	0	7	4	0	14	10	427	370	105	29	7	92	19	15	52	0	0	3	0	4	0	12	20	0	8	28	25	0	184	47	0	4	0	7	0	125	2	0	0	0	0	0	0	16	238	12	145	0	0
ASV0077	9	0	21	16	0	0	0	0	0	0	0	42	6	0	15	0	0	21	4	33	12	0	0	26	8	0	0	0	54	78	22	21	0	46	258	82	7	26	10	107	0	0	9	0	0	0	11	6	8	2	0	8	8	886	22	71	0	0	0	0	0	0	50	0	0	0	23	0	0	8	106	0	31	5	0	0	49	0	16	0	2	0	0	26	48	125	56	5	0	67	221	80	2	0	14	18	16	0	31	0	0	0
ASV0078	8	6	0	16	4	0	14	0	0	0	0	0	0	0	0	0	0	10	93	59	189	73	0	0	0	0	0	0	3	7	10	12	0	18	42	0	31	21	5	0	0	0	0	0	0	0	0	19	11	0	0	10	15	22	35	107	23	0	0	0	0	0	0	0	0	0	0	71	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	35	23	471	17	7	0	48	102	40	113	796	344	0	0	0	0	0	0	0
ASV0079	55	5	0	241	0	39	20	0	0	0	0	0	0	14	15	0	0	10	13	21	9	0	11	11	0	35	14	0	38	18	92	74	18	0	18	37	31	36	0	273	0	0	0	0	0	6	0	218	335	35	0	2	5	14	0	35	0	0	0	20	8	3	14	12	0	0	77	28	0	19	45	95	63	0	0	0	0	0	0	0	29	16	0	112	79	53	151	8	0	17	89	5	11	0	65	33	28	0	0	0	0	0
ASV0080	11	0	0	560	8	0	41	0	0	0	0	35	0	0	63	0	0	0	0	134	30	0	3	0	0	7	0	0	21	22	53	77	25	0	17	0	11	29	0	367	0	0	0	0	0	0	22	135	277	0	0	0	15	0	0	61	11	0	0	0	6	0	63	0	8	76	33	15	2	86	56	0	16	0	0	0	26	19	0	0	0	53	0	24	25	14	134	0	0	26	0	8	0	0	60	10	0	2	33	0	2	0
ASV0081	0	0	0	0	0	2	0	6	0	7	3	0	35	0	0	38	0	0	121	0	0	0	0	0	0	4	0	10	0	0	3	0	3	0	9	0	0	1	0	0	3	7	0	0	0	886	0	3	0	8	1	0	0	0	0	7	16	128	30	0	0	3	0	18	0	0	0	7	1	0	9	0	20	0	0	1013	0	0	0	0	0	0	0	5	0	25	19	0	0	16	93	2	76	0	0	0	0	0	7	172	0	0
ASV0082	2	0	0	239	8	0	55	0	0	0	0	0	0	0	71	0	0	1	0	243	62	7	13	0	9	5	19	0	105	97	113	89	35	0	121	0	0	83	8	203	0	0	0	0	0	8	5	92	124	0	5	8	8	16	30	28	0	0	0	0	5	0	41	9	13	22	17	57	0	34	57	0	0	0	19	0	0	0	0	24	4	0	4	118	52	45	95	0	0	14	33	25	0	0	159	0	20	3	34	0	0	0
ASV0083	0	0	14	19	0	0	79	0	0	15	19	0	15	14	115	0	0	77	0	134	25	0	0	22	0	0	11	23	32	24	0	0	3	42	0	28	0	21	66	0	0	0	0	0	0	0	0	0	14	0	0	0	21	54	27	266	6	46	0	0	0	0	0	18	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	18	0	0	42	56	0	2	0	0	26	10	1090	24	107	98	0	13	0	0	18	0	0
ASV0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	75	3	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	0	6	0	0	0	0	0	78	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	23	0	0	0	0	2398	0	0	0
ASV0085	34	24	11	63	33	29	68	0	0	0	0	0	0	0	0	0	2	14	26	26	36	123	0	0	0	0	0	0	36	20	34	39	6	157	13	0	14	99	21	168	2	0	0	0	0	0	0	22	27	0	0	0	24	16	74	85	54	1	0	0	0	0	0	0	15	29	12	10	12	36	39	0	32	0	0	0	0	0	0	0	0	0	0	86	81	12	36	13	0	194	301	100	29	186	65	20	46	2	0	0	0	0
ASV0086	22	0	0	15	0	0	169	17	0	0	0	0	8	157	0	68	0	0	23	87	129	0	25	0	0	13	17	7	6	6	47	27	38	0	103	0	0	0	17	25	25	144	0	31	8	55	4	32	52	32	1	8	0	7	20	46	9	0	5	0	16	0	56	45	0	5	12	42	4	0	0	0	30	0	24	43	99	15	0	0	53	17	1	15	0	9	3	17	0	42	0	30	23	0	286	138	24	0	58	0	22	112
ASV0087	74	0	0	25	0	0	11	0	0	5	0	0	0	0	0	0	0	0	7	1449	129	0	0	21	0	0	0	0	0	12	22	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	27	133	0	0	0	7	0	0	0	4	0	3	172	0	0	30	65	0	39	0	0	0	0	16	32	0	0	57	0	0	0	0	0	0	0	0	0	31	6	0	265	30	25	0	0	13	2	0
ASV0088	12	0	0	128	0	24	16	0	0	0	12	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	27	57	255	161	100	17	233	0	0	21	0	266	0	0	0	0	0	0	0	117	243	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	65	188	0	34	50	0	0	0	0	0	73	0	0	0	20	0	0	77	51	23	12	0	0	5	53	0	0	0	23	34	39	0	0	0	0	271
ASV0089	0	128	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	11	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	0	0	0	0	0	0	0	0
ASV0090	0	0	3	10	0	0	174	0	0	0	0	0	0	8	0	30	0	0	0	3	10	0	377	0	0	60	0	5	0	0	0	0	14	180	44	41	0	0	0	35	0	6	0	0	0	11	0	8	0	0	0	12	0	6	23	55	0	13	132	17	19	5	24	13	0	0	0	210	0	0	0	0	68	0	0	0	0	0	1	0	0	0	0	0	0	2	15	0	111	184	143	0	0	0	15	9	37	444	74	0	0	0
ASV0091	0	0	0	0	38	343	0	12	0	5	0	472	0	0	31	0	0	0	0	188	224	0	0	0	0	0	16	125	20	16	7	0	0	0	0	0	0	0	15	0	0	0	8	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	264	0	15	3	0	0	236	39	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	402	0	0	0	94	0	0	0
ASV0092	0	0	0	53	0	0	0	3	0	23	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	28	28	170	0	9	0	0	101	0	48	0	6	0	0	0	0	8	0	16	15	0	0	8	156	0	0	10	13	0	0	0	0	0	1	8	0	28	148	0	0	0	0	35	0	8	5	0	30	0	0	0	0	0	38	0	37	38	0	0	123	1161	22	0	0	0	0	0	1	0	0	0	0
ASV0093	0	0	0	10	0	0	0	35	0	0	0	15	0	0	0	21	0	0	114	0	0	23	0	0	0	0	86	224	0	0	0	0	18	0	0	29	0	0	0	0	210	20	0	0	0	0	0	0	0	119	0	3	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	26	0	0	5	1193	16	0	14	0	0	0	34	0	0	0	0	0	0	0	0	0	67	0	0	0	14	0	0	0	13	0	0	0	0	0
ASV0094	15	0	0	16	0	0	0	0	0	0	0	40	0	15	5	0	0	0	8	24	5	0	0	0	15	18	27	0	26	49	21	44	63	0	10	0	0	0	0	0	0	0	0	3	0	16	25	3	16	0	0	0	17	272	0	311	20	0	0	0	0	0	29	0	0	0	0	10	0	7	22	2	123	0	1	36	18	0	0	21	0	0	0	29	0	73	173	21	13	0	0	623	0	0	0	16	19	0	64	0	12	0
ASV0095	0	0	0	0	0	4	0	0	0	1	0	1	20	0	0	22	0	0	175	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	7	0	0	0	762	0	0	0	5	0	0	0	0	0	0	0	27	32	0	0	0	0	0	0	0	0	0	0	0	14	0	9	0	0	1005	5	0	0	6	0	0	0	0	0	5	11	0	0	4	70	1	34	0	0	0	0	0	6	151	0	0
ASV0096	101	0	0	0	0	0	8	0	0	1	0	0	0	15	0	0	0	0	4	0	0	0	1	0	0	0	0	11	0	0	1	0	8	0	0	0	4	0	0	0	0	117	0	0	0	5	0	20	11	0	0	4	26	0	487	1076	26	2	50	0	0	0	0	5	0	0	21	0	0	0	0	0	165	15	54	0	60	10	0	0	0	0	0	0	5	0	3	10	0	12	0	36	7	0	0	0	0	0	0	0	0	0
ASV0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0
ASV0098	24	0	0	1224	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	26	8	0	0	0	0	7	0	0	0	0	28	15	16	0	0	0	0	99	0	25	0	1	0	0	7	25	0	0	0	0	0	1	0	13	0	4	0	0	0	0	13	0	34	0	0	0	21	20	0	5	4	0	4	0	0	16	0	0	0	0	148	22	0	257	50	10	44	1	0	0	78	8	0	9	0	0	0	0	0	10	0	0
ASV0099	0	0	0	69	0	0	1	0	0	9	0	11	4	0	0	0	0	29	0	0	6	0	0	0	0	26	0	0	16	45	59	57	102	0	155	0	13	30	0	54	0	0	0	0	0	0	66	35	55	0	0	3	5	0	0	9	0	0	0	0	0	0	0	0	17	32	11	178	0	0	30	197	45	0	7	0	14	8	0	0	0	0	0	8	42	35	73	21	0	0	0	16	0	0	23	0	17	0	379	10	0	258
ASV0100	0	16	0	10	26	0	38	0	0	10	18	53	0	0	103	62	0	0	0	10	0	0	0	21	0	43	0	19	26	11	0	2	0	35	0	85	0	18	0	267	129	94	9	6	5	6	37	0	0	21	0	0	0	0	0	0	0	85	0	0	5	0	54	40	0	3	2	0	0	0	0	149	28	0	78	0	72	21	0	114	14	0	2	0	4	0	0	0	0	12	0	0	0	53	0	11	0	8	137	3	58	102
ASV0101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	283	1438	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	153	89	0	0	0	0	0	0	0	0	0	0
ASV0102	14	0	0	63	0	0	200	0	0	2	0	0	0	0	20	152	0	0	11	4	17	0	0	0	0	0	0	0	7	4	10	23	5	3	14	16	4	25	0	4	0	19	33	0	0	9	0	0	6	0	0	0	0	0	0	13	0	23	932	0	0	0	13	16	0	0	0	5	1	0	6	270	36	0	0	5	12	0	26	11	0	0	0	0	13	8	12	0	0	22	17	6	4	0	6	0	5	0	0	14	14	0
ASV0103	6	1	0	0	0	16	0	10	0	5	37	54	0	0	42	98	0	0	0	9	0	0	39	10	6	7	0	2	18	0	27	6	0	0	0	1	0	26	0	34	86	15	0	0	8	0	6	0	0	0	0	9	0	25	8	14	0	0	11	17	0	0	16	26	0	3	4	6	0	7	0	242	61	0	0	2	51	24	281	0	9	0	0	31	13	0	11	0	17	20	273	76	2	0	8	38	19	24	138	0	0	93
